_latitude,_longitude,_quarter_begin,_quarter_begin_date,labeler_code,location,location_address,location_city,location_state,location_zip,medicaid_amount_reimbursed,ndc,non_medicaid_amount_reimbursed,number_of_prescriptions,package_size,period_covered,product_code,product_fda_list_name,quarter,state_code,suppression_used,total_amount_reimbursed,units_reimbursed,utilization_type
33.7712,-111.3877,4/1,2016-04-01T00:00:00.000,59011,POINT (-111.3877 33.7712),,,,,5885.23,59011075004,0,28,04,2016,0750,BUTRANS,2,AZ,false,5885.23,108,MCOU
38.468,-80.9696,7/1,2016-07-01T00:00:00.000,59011,POINT (-80.9696 38.468),,,,,4206.25,59011075004,0,19,04,2016,0750,BUTRANS,3,WV,false,4206.25,73,FFSU
42.0046,-93.214,7/1,2016-07-01T00:00:00.000,00054,POINT (-93.214 42.0046),,,,,,00054457125,,,25,2016,4571,METHADONE,3,IA,true,,,FFSU
47.3917,-121.5708,10/1,2016-10-01T00:00:00.000,66689,POINT (-121.5708 47.3917),,,,,,66689069479,,,79,2016,0694,METHADONE,4,WA,true,,,MCOU
35.6411,-79.8431,4/1,2016-04-01T00:00:00.000,59011,POINT (-79.8431 35.6411),,,,,153864.02,59011075104,1755.01,440,04,2016,0751,BUTRANS,2,NC,false,155619.03,1833,FFSU
35.6411,-79.8431,10/1,2016-10-01T00:00:00.000,12496,POINT (-79.8431 35.6411),,,,,153985.4,12496120403,1731.74,682,03,2016,1204,SUBOXONE,4,NC,false,155717.14,21801,FFSU
33.7712,-111.3877,4/1,2016-04-01T00:00:00.000,00054,POINT (-111.3877 33.7712),,,,,,00054039268,,,68,2016,0392,METHADONE,2,AZ,true,,,MCOU
33.7712,-111.3877,7/1,2016-07-01T00:00:00.000,00406,POINT (-111.3877 33.7712),,,,,,00406575562,,,62,2016,5755,METHADONE,3,AZ,true,,,MCOU
37.768,-78.2057,1/1,2016-01-01T00:00:00.000,00406,POINT (-78.2057 37.768),,,,,,00406577123,,,23,2016,5771,METHADONE,1,VA,true,,,MCOU
42.2373,-71.5314,7/1,2016-07-01T00:00:00.000,00054,POINT (-71.5314 42.2373),,,,,3692.7,00054457025,958.34,334,25,2016,4570,METHADONE,3,MA,false,4651.04,26389,MCOU
40.3736,-82.7755,4/1,2016-04-01T00:00:00.000,63739,POINT (-82.7755 40.3736),,,,,,63739000610,,,10,2016,0006,METHADONE,2,OH,true,,,MCOU
44.2563,-89.6385,4/1,2016-04-01T00:00:00.000,66689,POINT (-89.6385 44.2563),,,,,,66689069479,,,79,2016,0694,METHADONE,2,WI,true,,,FFSU
34.8375,-106.2371,4/1,2016-04-01T00:00:00.000,00054,POINT (-106.2371 34.8375),,,,,,00054355663,,,63,2016,3556,METHADONE,2,NM,true,,,FFSU
43.4108,-71.5653,4/1,2016-04-01T00:00:00.000,59011,POINT (-71.5653 43.4108),,,,,,59011075004,,,04,2016,0750,BUTRANS,2,NH,true,,,MCOU
40.5773,-77.264,1/1,2016-01-01T00:00:00.000,00054,POINT (-77.264 40.5773),,,,,,00054457025,,,25,2016,4570,METHADONE,1,PA,true,,,FFSU
45.7326,-93.9196,4/1,2016-04-01T00:00:00.000,12496,POINT (-93.9196 45.7326),,,,,95459.2,12496121203,1041.8,186,03,2016,1212,SUBOXONE,2,MN,false,96501,6364,MCOU
31.106,-97.6475,1/1,2016-01-01T00:00:00.000,00054,POINT (-97.6475 31.106),,,,,477.54,00054457025,0,43,25,2016,4570,METHADONE,1,TX,false,477.54,4030,FFSU
43.4108,-71.5653,4/1,2016-04-01T00:00:00.000,66689,POINT (-71.5653 43.4108),,,,,,66689089840,,,40,2016,0898,METHADONE,2,NH,true,,,FFSU
27.8333,-81.717,1/1,2016-01-01T00:00:00.000,59011,POINT (-81.717 27.8333),,,,,,59011075004,,,04,2016,0750,BUTRANS,1,FL,true,,,FFSU
34.9513,-92.3809,1/1,2016-01-01T00:00:00.000,00054,POINT (-92.3809 34.9513),,,,,7466.7,00054457125,0,174,25,2016,4571,METHADONE,1,AR,false,7466.7,24732,FFSU
,,7/1,2016-07-01T00:00:00.000,00904,,,,,,,00904653060,,,60,2016,6530,METHADONE,3,XX,true,,,FFSU
36.17,-119.7462,4/1,2016-04-01T00:00:00.000,00406,POINT (-119.7462 36.17),,,,,,00406575562,,,62,2016,5755,METHADONE,2,CA,true,,,MCOU
37.669,-84.6514,10/1,2016-10-01T00:00:00.000,59011,POINT (-84.6514 37.669),,,,,31520.69,59011075104,0,94,04,2016,0751,BUTRANS,4,KY,false,31520.69,373,MCOU
,,7/1,2016-07-01T00:00:00.000,00406,,,,,,3246.59,00406577162,6503.75,125,62,2016,5771,METHADONE,3,XX,false,9750.34,14381.5,MCOU
,,1/1,2016-01-01T00:00:00.000,12496,,,,,,,12496130602,,,02,2016,1306,SUBOXONE,1,XX,true,,,MCOU
27.8333,-81.717,4/1,2016-04-01T00:00:00.000,59385,POINT (-81.717 27.8333),,,,,,59385001430,,,30,2016,0014,BUNAVAIL,2,FL,true,,,MCOU
42.1497,-74.9384,1/1,2016-01-01T00:00:00.000,00054,POINT (-74.9384 42.1497),,,,,7945.51,00054457025,0,536,25,2016,4570,METHADONE,1,NY,false,7945.51,44175,MCOU
45.7326,-93.9196,7/1,2016-07-01T00:00:00.000,59011,POINT (-93.9196 45.7326),,,,,,59011075804,,,04,2016,0758,BUTRANS,3,MN,true,,,FFSU
,,4/1,2016-04-01T00:00:00.000,00054,,,,,,13195.44,00054039268,7.56,688,68,2016,0392,METHADONE,2,XX,false,13203,145313.8,FFSU
40.3736,-82.7755,7/1,2016-07-01T00:00:00.000,00054,POINT (-82.7755 40.3736),,,,,,00054039168,,,68,2016,0391,Methadone,3,OH,true,,,MCOU
39.0646,-105.3272,1/1,2016-01-01T00:00:00.000,00054,POINT (-105.3272 39.0646),,,,,258.35,00054355563,2,21,63,2016,3555,METHADONE,1,CO,false,260.35,1047.58,FFSU
44.2563,-89.6385,4/1,2016-04-01T00:00:00.000,66689,POINT (-89.6385 44.2563),,,,,,66689071216,,,16,2016,0712,Methadone,2,WI,true,,,FFSU
36.17,-119.7462,1/1,2016-01-01T00:00:00.000,00054,POINT (-119.7462 36.17),,,,,,00054355344,,,44,2016,3553,METHADONE,1,CA,true,,,MCOU
40.5773,-77.264,4/1,2016-04-01T00:00:00.000,00054,POINT (-77.264 40.5773),,,,,,00054855424,,,24,2016,8554,METHADONE,2,PA,true,,,MCOU
44.2394,-114.5103,7/1,2016-07-01T00:00:00.000,59011,POINT (-114.5103 44.2394),,,,,18879.29,59011075104,0,56,04,2016,0751,BUTRANS,3,ID,false,18879.29,221,FFSU
33.7712,-111.3877,4/1,2016-04-01T00:00:00.000,12496,POINT (-111.3877 33.7712),,,,,1929.3,12496120403,335.17,20,03,2016,1204,SUBOXONE,2,AZ,false,2264.47,615,MCOU
44.2563,-89.6385,1/1,2016-01-01T00:00:00.000,00054,POINT (-89.6385 44.2563),,,,,,00054457025,,,25,2016,4570,METHADONE,1,WI,true,,,MCOU
32.7673,-89.6812,1/1,2016-01-01T00:00:00.000,00054,POINT (-89.6812 32.7673),,,,,,00054457025,,,25,2016,4570,METHADONE,1,MS,true,,,FFSU
35.6411,-79.8431,7/1,2016-07-01T00:00:00.000,12496,POINT (-79.8431 35.6411),,,,,,12496120801,,,01,2016,1208,SUBOXONE,3,NC,true,,,FFSU
35.6411,-79.8431,1/1,2016-01-01T00:00:00.000,13107,POINT (-79.8431 35.6411),,,,,,13107008901,,,01,2016,0089,METHADONE,1,NC,true,,,FFSU
42.2373,-71.5314,1/1,2016-01-01T00:00:00.000,00054,POINT (-71.5314 42.2373),,,,,,00054855424,,,24,2016,8554,METHADONE,1,MA,true,,,FFSU
40.1135,-111.8535,4/1,2016-04-01T00:00:00.000,00054,POINT (-111.8535 40.1135),,,,,,00054355563,,,63,2016,3555,METHADONE,2,UT,true,,,MCOU
38.4623,-92.302,4/1,2016-04-01T00:00:00.000,59385,POINT (-92.302 38.4623),,,,,,59385001630,,,30,2016,0016,BUNAVAIL,2,MO,true,,,FFSU
44.2853,-99.4632,4/1,2016-04-01T00:00:00.000,00054,POINT (-99.4632 44.2853),,,,,,00054457125,,,25,2016,4571,METHADONE,2,SD,true,,,FFSU
27.8333,-81.717,4/1,2016-04-01T00:00:00.000,59011,POINT (-81.717 27.8333),,,,,36532.96,59011075004,0,171,04,2016,0750,BUTRANS,2,FL,false,36532.96,681,MCOU
37.768,-78.2057,4/1,2016-04-01T00:00:00.000,00406,POINT (-78.2057 37.768),,,,,,00406575523,,,23,2016,5755,METHADONE,2,VA,true,,,MCOU
40.3736,-82.7755,7/1,2016-07-01T00:00:00.000,67457,POINT (-82.7755 40.3736),,,,,,67457021720,,,20,2016,0217,Methadone,3,OH,true,,,MCOU
43.4108,-71.5653,1/1,2016-01-01T00:00:00.000,59011,POINT (-71.5653 43.4108),,,,,,59011075804,,,04,2016,0758,BUTRANS,1,NH,true,,,FFSU
45.7326,-93.9196,7/1,2016-07-01T00:00:00.000,66689,POINT (-93.9196 45.7326),,,,,,66689071216,,,16,2016,0712,METHADONE,3,MN,true,,,MCOU
42.1497,-74.9384,7/1,2016-07-01T00:00:00.000,00054,POINT (-74.9384 42.1497),,,,,833.56,00054355563,9.08,38,63,2016,3555,METHADONE,3,NY,false,842.64,11913,FFSU
44.5672,-122.1269,1/1,2016-01-01T00:00:00.000,00406,POINT (-122.1269 44.5672),,,,,,00406575562,,,62,2016,5755,METHADONE,1,OR,true,,,MCOU
32.7673,-89.6812,1/1,2016-01-01T00:00:00.000,00406,POINT (-89.6812 32.7673),,,,,,00406575501,,,01,2016,5755,METHADONE,1,MS,true,,,FFSU
31.1801,-91.8749,1/1,2016-01-01T00:00:00.000,12496,POINT (-91.8749 31.1801),,,,,,12496120801,,,01,2016,1208,SUBOXONE,1,LA,true,,,MCOU
,,4/1,2016-04-01T00:00:00.000,00054,,,,,,1399.39,00054855324,0.05,30,24,2016,8553,METHADONE,2,XX,false,1399.44,1251,MCOU
44.2394,-114.5103,7/1,2016-07-01T00:00:00.000,59011,POINT (-114.5103 44.2394),,,,,13661.48,59011075804,0,28,04,2016,0758,BUTRANS,3,ID,false,13661.48,112,FFSU
33.7712,-111.3877,4/1,2016-04-01T00:00:00.000,00054,POINT (-111.3877 33.7712),,,,,,00054457025,,,25,2016,4570,METHADONE,2,AZ,true,,,FFSU
39.3498,-75.5148,4/1,2016-04-01T00:00:00.000,00054,POINT (-75.5148 39.3498),,,,,663.87,00054457025,0,47,25,2016,4570,METHADONE,2,DE,false,663.87,2895,MCOU
44.2563,-89.6385,1/1,2016-01-01T00:00:00.000,00054,POINT (-89.6385 44.2563),,,,,,00054355344,,,44,2016,3553,METHADONE,1,WI,true,,,FFSU
42.1497,-74.9384,4/1,2016-04-01T00:00:00.000,00054,POINT (-74.9384 42.1497),,,,,,00054855324,,,24,2016,8553,METHADONE,2,NY,true,,,FFSU
35.7449,-86.7489,1/1,2016-01-01T00:00:00.000,12496,POINT (-86.7489 35.7449),,,,,13725.99,12496120803,0,69,03,2016,1208,SUBOXONE,1,TN,false,13725.99,1867,FFSU
42.1497,-74.9384,1/1,2016-01-01T00:00:00.000,00054,POINT (-74.9384 42.1497),,,,,,00054855324,,,24,2016,8553,METHADONE,1,NY,true,,,MCOU
35.7449,-86.7489,4/1,2016-04-01T00:00:00.000,59011,POINT (-86.7489 35.7449),,,,,,59011075004,,,04,2016,0750,BUTRANS,2,TN,true,,,FFSU
38.4623,-92.302,1/1,2016-01-01T00:00:00.000,00054,POINT (-92.302 38.4623),,,,,,00054355344,,,44,2016,3553,METHADONE,1,MO,true,,,FFSU
33.7712,-111.3877,1/1,2016-01-01T00:00:00.000,00054,POINT (-111.3877 33.7712),,,,,264.96,00054457125,0,17,25,2016,4571,METHADONE,1,AZ,false,264.96,1527,FFSU
40.5773,-77.264,1/1,2016-01-01T00:00:00.000,00406,POINT (-77.264 40.5773),,,,,59575.72,00406577101,719.59,1895,01,2016,5771,METHADONE,1,PA,false,60295.31,247250,MCOU
42.2373,-71.5314,7/1,2016-07-01T00:00:00.000,00054,POINT (-71.5314 42.2373),,,,,922.17,00054355563,66.38,16,63,2016,3555,METHADONE,3,MA,false,988.55,15090,FFSU
44.2563,-89.6385,1/1,2016-01-01T00:00:00.000,66689,POINT (-89.6385 44.2563),,,,,,66689069479,,,79,2016,0694,METHADONE,1,WI,true,,,FFSU
45.7326,-93.9196,1/1,2016-01-01T00:00:00.000,66689,POINT (-93.9196 45.7326),,,,,,66689089840,,,40,2016,0898,METHADONE,1,MN,true,,,MCOU
43.4108,-71.5653,7/1,2016-07-01T00:00:00.000,12496,POINT (-71.5653 43.4108),,,,,16303.72,12496120403,267.17,133,03,2016,1204,SUBOXONE,3,NH,false,16570.89,2247,MCOU
44.6074,-69.3977,4/1,2016-04-01T00:00:00.000,12496,POINT (-69.3977 44.6074),,,,,197058.91,12496121203,1.99,1254,03,2016,1212,SUBOXONE,2,ME,false,197060.9,13014,FFSU
38.4623,-92.302,4/1,2016-04-01T00:00:00.000,00406,POINT (-92.302 38.4623),,,,,2173.96,00406575501,0,76,01,2016,5755,METHADONE,2,MO,false,2173.96,5600,FFSU
40.3363,-89.0022,1/1,2016-01-01T00:00:00.000,66689,POINT (-89.0022 40.3363),,,,,,66689071116,,,16,2016,0711,Methadone,1,IL,true,,,FFSU
33.8191,-80.9066,10/1,2016-10-01T00:00:00.000,00054,POINT (-80.9066 33.8191),,,,,3374.13,00054457125,0,172,25,2016,4571,METHADONE,4,SC,false,3374.13,22841,MCOU
38.4199,-117.1219,1/1,2016-01-01T00:00:00.000,00406,POINT (-117.1219 38.4199),,,,,6641.85,00406577101,1164.66,273,01,2016,5771,METHADONE,1,NV,false,7806.51,33544,FFSU
33.7712,-111.3877,4/1,2016-04-01T00:00:00.000,00054,POINT (-111.3877 33.7712),,,,,,00054039168,,,68,2016,0391,METHADONE,2,AZ,true,,,MCOU
40.314,-74.5089,4/1,2016-04-01T00:00:00.000,66689,POINT (-74.5089 40.314),,,,,,66689071216,,,16,2016,0712,Methadone,2,NJ,true,,,MCOU
44.2394,-114.5103,4/1,2016-04-01T00:00:00.000,00406,POINT (-114.5103 44.2394),,,,,790.92,00406575501,0,39,01,2016,5755,METHADONE,2,ID,false,790.92,2259,FFSU
37.768,-78.2057,7/1,2016-07-01T00:00:00.000,00406,POINT (-78.2057 37.768),,,,,,00406577162,,,62,2016,5771,METHADONE,3,VA,true,,,MCOU
43.4108,-71.5653,4/1,2016-04-01T00:00:00.000,54123,POINT (-71.5653 43.4108),,,,,7004.15,54123095730,0,35,30,2016,0957,ZUBSOLV,2,NH,false,7004.15,938,MCOU
33.8191,-80.9066,1/1,2016-01-01T00:00:00.000,00406,POINT (-80.9066 33.8191),,,,,392.54,00406575501,0,29,01,2016,5755,METHADONE,1,SC,false,392.54,1695.5,FFSU
33.8191,-80.9066,7/1,2016-07-01T00:00:00.000,54123,POINT (-80.9066 33.8191),,,,,,54123098630,,,30,2016,0986,ZUBSOLV,3,SC,true,,,FFSU
38.4199,-117.1219,7/1,2016-07-01T00:00:00.000,13107,POINT (-117.1219 38.4199),,,,,,13107008901,,,01,2016,0089,Methadone,3,NV,true,,,FFSU
36.17,-119.7462,4/1,2016-04-01T00:00:00.000,00406,POINT (-119.7462 36.17),,,,,2502.34,00406577162,0,61,62,2016,5771,METHADONE,2,CA,false,2502.34,8553,FFSU
27.8333,-81.717,7/1,2016-07-01T00:00:00.000,00054,POINT (-81.717 27.8333),,,,,,00054355344,,,44,2016,3553,METHADONE,3,FL,true,,,MCOU
33.8191,-80.9066,7/1,2016-07-01T00:00:00.000,00054,POINT (-80.9066 33.8191),,,,,488.62,00054457025,0,29,25,2016,4570,METHADONE,3,SC,false,488.62,2380,FFSU
44.2394,-114.5103,1/1,2016-01-01T00:00:00.000,00054,POINT (-114.5103 44.2394),,,,,,00054355663,,,63,2016,3556,METHADONE,1,ID,true,,,FFSU
36.17,-119.7462,4/1,2016-04-01T00:00:00.000,00054,POINT (-119.7462 36.17),,,,,1996.42,00054355663,0,29,63,2016,3556,METHADONE,2,CA,false,1996.42,15765,FFSU
45.7326,-93.9196,1/1,2016-01-01T00:00:00.000,12496,POINT (-93.9196 45.7326),,,,,71010.83,12496120403,0,281,03,2016,1204,SUBOXONE,1,MN,false,71010.83,9451,MCOU
44.2563,-89.6385,1/1,2016-01-01T00:00:00.000,66689,POINT (-89.6385 44.2563),,,,,267.21,66689071116,51.6,22,16,2016,0711,Methadone,1,WI,false,318.81,2707,FFSU
38.4199,-117.1219,1/1,2016-01-01T00:00:00.000,68084,POINT (-117.1219 38.4199),,,,,,68084073801,,,01,2016,0738,METHADONE,1,NV,true,,,FFSU
45.7326,-93.9196,7/1,2016-07-01T00:00:00.000,54123,POINT (-93.9196 45.7326),,,,,20353.89,54123098630,66,63,30,2016,0986,ZUBSOLV,3,MN,false,20419.89,1798,MCOU
36.17,-119.7462,4/1,2016-04-01T00:00:00.000,00054,POINT (-119.7462 36.17),,,,,,00054039268,,,68,2016,0392,METHADONE,2,CA,true,,,FFSU
,,4/1,2016-04-01T00:00:00.000,00054,,,,,,4303.67,00054855424,12.41,90,24,2016,8554,METHADONE,2,XX,false,4316.08,5407,MCOU
32.9866,-83.6487,1/1,2016-01-01T00:00:00.000,00054,POINT (-83.6487 32.9866),,,,,19985.24,00054457125,222.31,467,25,2016,4571,METHADONE,1,GA,false,20207.55,56492,FFSU
39.3498,-75.5148,4/1,2016-04-01T00:00:00.000,00054,POINT (-75.5148 39.3498),,,,,2773.12,00054457125,0,63,25,2016,4571,METHADONE,2,DE,false,2773.12,7811,MCOU
42.1497,-74.9384,1/1,2016-01-01T00:00:00.000,00054,POINT (-74.9384 42.1497),,,,,1512.07,00054355663,0,25,63,2016,3556,METHADONE,1,NY,false,1512.07,14204.3,MCOU
42.0046,-93.214,1/1,2016-01-01T00:00:00.000,00054,POINT (-93.214 42.0046),,,,,,00054039268,,,68,2016,0392,Methadone,1,IA,true,,,FFSU
38.4199,-117.1219,4/1,2016-04-01T00:00:00.000,67877,POINT (-117.1219 38.4199),,,,,9812.43,67877011601,32.24,740,01,2016,0116,Methadone,2,NV,false,9844.67,86680,MCOU
41.1289,-98.2883,4/1,2016-04-01T00:00:00.000,00054,POINT (-98.2883 41.1289),,,,,,00054355563,,,63,2016,3555,METHADONE,2,NE,true,,,FFSU
40.3736,-82.7755,4/1,2016-04-01T00:00:00.000,00054,POINT (-82.7755 40.3736),,,,,16954.54,00054457125,0,719,25,2016,4571,METHADONE,2,OH,false,16954.54,78754,MCOU
,,1/1,2016-01-01T00:00:00.000,63739,,,,,,,63739000610,,,10,2016,0006,METHADONE,1,XX,true,,,MCOU
35.7449,-86.7489,7/1,2016-07-01T00:00:00.000,54123,POINT (-86.7489 35.7449),,,,,,54123095730,,,30,2016,0957,ZUBSOLV,3,TN,true,,,FFSU
40.3736,-82.7755,4/1,2016-04-01T00:00:00.000,67877,POINT (-82.7755 40.3736),,,,,2782.4,67877011601,19.05,198,01,2016,0116,Methadone,2,OH,false,2801.45,19488,FFSU
37.669,-84.6514,10/1,2016-10-01T00:00:00.000,00054,POINT (-84.6514 37.669),,,,,21036.58,00054457125,63.23,676,25,2016,4571,METHADONE,4,KY,false,21099.81,79528,MCOU
39.8647,-86.2604,10/1,2016-10-01T00:00:00.000,67877,POINT (-86.2604 39.8647),,,,,7492.27,67877011601,82.29,418,01,2016,0116,Methadone,4,IN,false,7574.56,60277,MCOU
,,4/1,2016-04-01T00:00:00.000,13107,,,,,,3447.13,13107008801,13.3,216,01,2016,0088,METHADONE,2,XX,false,3460.43,18228,MCOU
38.4623,-92.302,1/1,2016-01-01T00:00:00.000,54123,POINT (-92.302 38.4623),,,,,9894.71,54123095730,0,36,30,2016,0957,ZUBSOLV,1,MO,false,9894.71,1363,FFSU
44.6074,-69.3977,4/1,2016-04-01T00:00:00.000,13107,POINT (-69.3977 44.6074),,,,,676.42,13107008901,0,45,01,2016,0089,METHADONE,2,ME,false,676.42,4244,FFSU
38.4623,-92.302,4/1,2016-04-01T00:00:00.000,12496,POINT (-92.302 38.4623),,,,,,12496130602,,,02,2016,1306,SUBOXONE,2,MO,true,,,FFSU
42.1497,-74.9384,7/1,2016-07-01T00:00:00.000,00054,POINT (-74.9384 42.1497),,,,,,00054039168,,,68,2016,0391,METHADONE,3,NY,true,,,MCOU
43.4108,-71.5653,4/1,2016-04-01T00:00:00.000,12496,POINT (-71.5653 43.4108),,,,,3489.28,12496120403,0,35,03,2016,1204,SUBOXONE,2,NH,false,3489.28,461,FFSU
39.0724,-76.7902,4/1,2016-04-01T00:00:00.000,00054,POINT (-76.7902 39.0724),,,,,,00054355344,,,44,2016,3553,METHADONE,2,MD,true,,,FFSU
27.8333,-81.717,1/1,2016-01-01T00:00:00.000,12496,POINT (-81.717 27.8333),,,,,11461.31,12496120203,0,75,03,2016,1202,SUBOXONE,1,FL,false,11461.31,2806,MCOU
44.6074,-69.3977,4/1,2016-04-01T00:00:00.000,12496,POINT (-69.3977 44.6074),,,,,2114843.09,12496120803,20903.51,12386,03,2016,1208,SUBOXONE,2,ME,false,2135746.6,282912,FFSU
41.6772,-71.5101,7/1,2016-07-01T00:00:00.000,13107,POINT (-71.5101 41.6772),,,,,,13107008901,,,01,2016,0089,Methadone,3,RI,true,,,FFSU
38.4199,-117.1219,7/1,2016-07-01T00:00:00.000,66689,POINT (-117.1219 38.4199),,,,,,66689071116,,,16,2016,0711,Methadone,3,NV,true,,,MCOU
41.6772,-71.5101,4/1,2016-04-01T00:00:00.000,66689,POINT (-71.5101 41.6772),,,,,,66689071216,,,16,2016,0712,Methadone,2,RI,true,,,FFSU
43.4108,-71.5653,7/1,2016-07-01T00:00:00.000,54123,POINT (-71.5653 43.4108),,,,,,54123095730,,,30,2016,0957,ZUBSOLV,3,NH,true,,,FFSU
37.669,-84.6514,7/1,2016-07-01T00:00:00.000,59011,POINT (-84.6514 37.669),,,,,,59011075104,,,04,2016,0751,BUTRANS,3,KY,true,,,FFSU
35.7449,-86.7489,4/1,2016-04-01T00:00:00.000,00054,POINT (-86.7489 35.7449),,,,,,00054457125,,,25,2016,4571,METHADONE,2,TN,true,,,FFSU
33.8191,-80.9066,4/1,2016-04-01T00:00:00.000,54123,POINT (-80.9066 33.8191),,,,,,54123095730,,,30,2016,0957,ZUBSOLV,2,SC,true,,,FFSU
27.8333,-81.717,4/1,2016-04-01T00:00:00.000,54123,POINT (-81.717 27.8333),,,,,,54123091430,,,30,2016,0914,ZUBSOLV,2,FL,true,,,MCOU
38.468,-80.9696,1/1,2016-01-01T00:00:00.000,67877,POINT (-80.9696 38.468),,,,,1631.69,67877011601,18.3,60,01,2016,0116,METHADONE,1,WV,false,1649.99,13007,FFSU
47.5362,-99.793,4/1,2016-04-01T00:00:00.000,00406,POINT (-99.793 47.5362),,,,,,00406577101,,,01,2016,5771,METHADONE,2,ND,true,,,MCOU
38.468,-80.9696,1/1,2016-01-01T00:00:00.000,00406,POINT (-80.9696 38.468),,,,,3049.5,00406577101,27.02,71,01,2016,5771,METHADONE,1,WV,false,3076.52,12440,FFSU
42.7475,-107.2085,1/1,2016-01-01T00:00:00.000,12496,POINT (-107.2085 42.7475),,,,,7163.74,12496120203,0,44,03,2016,1202,SUBOXONE,1,WY,false,7163.74,1619,FFSU
39.3498,-75.5148,4/1,2016-04-01T00:00:00.000,00406,POINT (-75.5148 39.3498),,,,,8369.15,00406577101,0,191,01,2016,5771,METHADONE,2,DE,false,8369.15,23316,MCOU
38.468,-80.9696,1/1,2016-01-01T00:00:00.000,59011,POINT (-80.9696 38.468),,,,,12790.94,59011075104,250.98,41,04,2016,0751,BUTRANS,1,WV,false,13041.92,164,MCOU
41.6772,-71.5101,4/1,2016-04-01T00:00:00.000,00406,POINT (-71.5101 41.6772),,,,,,00406575501,,,01,2016,5755,METHADONE,2,RI,true,,,FFSU
41.5834,-72.7622,1/1,2016-01-01T00:00:00.000,00054,POINT (-72.7622 41.5834),,,,,,00054355344,,,44,2016,3553,METHADONE,1,CT,true,,,FFSU
33.7712,-111.3877,4/1,2016-04-01T00:00:00.000,00054,POINT (-111.3877 33.7712),,,,,,00054355563,,,63,2016,3555,METHADONE,2,AZ,true,,,FFSU
38.468,-80.9696,4/1,2016-04-01T00:00:00.000,59385,POINT (-80.9696 38.468),,,,,,59385001230,,,30,2016,0012,BUNAVAIL,2,WV,true,,,FFSU
42.0046,-93.214,4/1,2016-04-01T00:00:00.000,13107,POINT (-93.214 42.0046),,,,,,13107008901,,,01,2016,0089,Methadone,2,IA,true,,,MCOU
42.0046,-93.214,1/1,2016-01-01T00:00:00.000,00054,POINT (-93.214 42.0046),,,,,2032.38,00054457125,0,62,25,2016,4571,METHADONE,1,IA,false,2032.38,6978,FFSU
31.1801,-91.8749,4/1,2016-04-01T00:00:00.000,54123,POINT (-91.8749 31.1801),,,,,,54123091430,,,30,2016,0914,ZUBSOLV,2,LA,true,,,MCOU
44.5672,-122.1269,4/1,2016-04-01T00:00:00.000,00054,POINT (-122.1269 44.5672),,,,,286.18,00054457025,8,13,25,2016,4570,METHADONE,2,OR,false,294.18,1084,FFSU
38.468,-80.9696,1/1,2016-01-01T00:00:00.000,00054,POINT (-80.9696 38.468),,,,,1127.27,00054457125,5.47,40,25,2016,4571,METHADONE,1,WV,false,1132.74,5081,MCOU
37.669,-84.6514,1/1,2016-01-01T00:00:00.000,13107,POINT (-84.6514 37.669),,,,,,13107008901,,,01,2016,0089,METHADONE,1,KY,true,,,MCOU
34.8375,-106.2371,1/1,2016-01-01T00:00:00.000,66689,POINT (-106.2371 34.8375),,,,,,66689071216,,,16,2016,0712,METHADONE,1,NM,true,,,FFSU
42.1497,-74.9384,7/1,2016-07-01T00:00:00.000,66689,POINT (-74.9384 42.1497),,,,,,66689071216,,,16,2016,0712,METHADONE,3,NY,true,,,MCOU
43.3504,-84.5603,4/1,2016-04-01T00:00:00.000,13107,POINT (-84.5603 43.3504),,,,,1614.14,13107008801,0,103,01,2016,0088,METHADONE,2,MI,false,1614.14,9520,MCOU
44.0407,-72.7093,4/1,2016-04-01T00:00:00.000,00406,POINT (-72.7093 44.0407),,,,,,00406575562,,,62,2016,5755,METHADONE,2,VT,true,,,FFSU
37.669,-84.6514,4/1,2016-04-01T00:00:00.000,12496,POINT (-84.6514 37.669),,,,,10666.91,12496120403,0,77,03,2016,1204,SUBOXONE,2,KY,false,10666.91,1422,MCOU
42.1497,-74.9384,7/1,2016-07-01T00:00:00.000,66689,POINT (-74.9384 42.1497),,,,,,66689071116,,,16,2016,0711,METHADONE,3,NY,true,,,MCOU
31.1801,-91.8749,1/1,2016-01-01T00:00:00.000,59011,POINT (-91.8749 31.1801),,,,,,59011075804,,,04,2016,0758,BUTRANS,1,LA,true,,,FFSU
44.6074,-69.3977,1/1,2016-01-01T00:00:00.000,12496,POINT (-69.3977 44.6074),,,,,,12496121201,,,01,2016,1212,SUBOXONE,1,ME,true,,,FFSU
32.9866,-83.6487,1/1,2016-01-01T00:00:00.000,00406,POINT (-83.6487 32.9866),,,,,1734.19,00406575501,25.89,135,01,2016,5755,METHADONE,1,GA,false,1760.08,8457,FFSU
,,4/1,2016-04-01T00:00:00.000,00054,,,,,,,00054039168,,,68,2016,0391,METHADONE,2,XX,true,,,FFSU
38.468,-80.9696,7/1,2016-07-01T00:00:00.000,00406,POINT (-80.9696 38.468),,,,,,00406575501,,,01,2016,5755,METHADONE,3,WV,true,,,MCOU
61.385,-152.2683,4/1,2016-04-01T00:00:00.000,00406,POINT (-152.2683 61.385),,,,,,00406575501,,,01,2016,5755,METHADONE,2,AK,true,,,FFSU
