_latitude,_longitude,_quarter_begin,_quarter_begin_date,labeler_code,location,location_address,location_city,location_state,location_zip,medicaid_amount_reimbursed,ndc,non_medicaid_amount_reimbursed,number_of_prescriptions,package_size,period_covered,product_code,product_fda_list_name,quarter,state_code,suppression_used,total_amount_reimbursed,units_reimbursed,utilization_type
44.6074,-69.3977,1/1,2016-01-01T00:00:00.000,12496,POINT (-69.3977 44.6074),,,,,167505.18,12496121203,1139.55,956,03,2016,1212,SUBOXONE,1,ME,false,168644.73,11305,FFSU
42.1497,-74.9384,4/1,2016-04-01T00:00:00.000,00054,POINT (-74.9384 42.1497),,,,,3664.43,00054457125,13.76,125,25,2016,4571,METHADONE,2,NY,false,3678.19,19284,FFSU
39.8647,-86.2604,4/1,2016-04-01T00:00:00.000,00054,POINT (-86.2604 39.8647),,,,,,00054039168,,,68,2016,0391,Methadone,2,IN,true,,,MCOU
45.7326,-93.9196,4/1,2016-04-01T00:00:00.000,59011,POINT (-93.9196 45.7326),,,,,19040.62,59011075104,53,56,04,2016,0751,BUTRANS,2,MN,false,19093.62,223,MCOU
37.669,-84.6514,1/1,2016-01-01T00:00:00.000,00406,POINT (-84.6514 37.669),,,,,399.1,00406577101,0,15,01,2016,5771,METHADONE,1,KY,false,399.1,1950,FFSU
35.7449,-86.7489,7/1,2016-07-01T00:00:00.000,59011,POINT (-86.7489 35.7449),,,,,,59011075204,,,04,2016,0752,BUTRANS,3,TN,true,,,FFSU
38.8964,-77.0262,4/1,2016-04-01T00:00:00.000,00054,POINT (-77.0262 38.8964),,,,,,00054457025,,,25,2016,4570,METHADONE,2,DC,true,,,FFSU
39.0724,-76.7902,4/1,2016-04-01T00:00:00.000,13107,POINT (-76.7902 39.0724),,,,,325.59,13107008901,28,58,01,2016,0089,METHADONE,2,MD,false,353.59,5550,MCOU
37.669,-84.6514,1/1,2016-01-01T00:00:00.000,59011,POINT (-84.6514 37.669),,,,,9284.4,59011075804,0,21,04,2016,0758,BUTRANS,1,KY,false,9284.4,83,MCOU
34.9513,-92.3809,1/1,2016-01-01T00:00:00.000,12496,POINT (-92.3809 34.9513),,,,,,12496120203,,,03,2016,1202,SUBOXONE,1,AR,true,,,FFSU
39.0724,-76.7902,1/1,2016-01-01T00:00:00.000,67457,POINT (-76.7902 39.0724),,,,,,67457021720,,,20,2016,0217,METHADONE,1,MD,true,,,MCOU
34.9513,-92.3809,1/1,2016-01-01T00:00:00.000,12496,POINT (-92.3809 34.9513),,,,,113954.11,12496120803,120.83,269,03,2016,1208,SUBOXONE,1,AR,false,114074.94,15010,FFSU
44.2394,-114.5103,1/1,2016-01-01T00:00:00.000,00054,POINT (-114.5103 44.2394),,,,,1790.91,00054457025,12.93,82,25,2016,4570,METHADONE,1,ID,false,1803.84,5407,FFSU
31.106,-97.6475,7/1,2016-07-01T00:00:00.000,00054,POINT (-97.6475 31.106),,,,,373.13,00054457125,37.66,16,25,2016,4571,METHADONE,3,TX,false,410.79,2047,FFSU
42.0046,-93.214,4/1,2016-04-01T00:00:00.000,00406,POINT (-93.214 42.0046),,,,,,00406577162,,,62,2016,5771,METHADONE,2,IA,true,,,MCOU
44.2394,-114.5103,7/1,2016-07-01T00:00:00.000,00406,POINT (-114.5103 44.2394),,,,,,00406577162,,,62,2016,5771,METHADONE,3,ID,true,,,FFSU
40.1135,-111.8535,1/1,2016-01-01T00:00:00.000,00406,POINT (-111.8535 40.1135),,,,,514.43,00406577101,2.81,21,01,2016,5771,METHADONE,1,UT,false,517.24,1816,FFSU
44.6074,-69.3977,1/1,2016-01-01T00:00:00.000,00406,POINT (-69.3977 44.6074),,,,,,00406577162,,,62,2016,5771,METHADONE,1,ME,true,,,FFSU
36.17,-119.7462,1/1,2016-01-01T00:00:00.000,00054,POINT (-119.7462 36.17),,,,,,00054855324,,,24,2016,8553,METHADONE,1,CA,true,,,MCOU
42.0046,-93.214,1/1,2016-01-01T00:00:00.000,00054,POINT (-93.214 42.0046),,,,,,00054355563,,,63,2016,3555,METHADONE,1,IA,true,,,FFSU
43.3504,-84.5603,10/1,2016-10-01T00:00:00.000,67877,POINT (-84.5603 43.3504),,,,,18603.12,67877011601,0,1355,01,2016,0116,METHADONE,4,MI,false,18603.12,160828,MCOU
44.2563,-89.6385,1/1,2016-01-01T00:00:00.000,00054,POINT (-89.6385 44.2563),,,,,4405.48,00054457025,136.85,216,25,2016,4570,METHADONE,1,WI,false,4542.33,18049,FFSU
44.5672,-122.1269,7/1,2016-07-01T00:00:00.000,66689,POINT (-122.1269 44.5672),,,,,,66689071116,,,16,2016,0711,Methadone,3,OR,true,,,MCOU
38.4623,-92.302,1/1,2016-01-01T00:00:00.000,59011,POINT (-92.302 38.4623),,,,,9073.82,59011075704,0,28,04,2016,0757,BUTRANS,1,MO,false,9073.82,112,FFSU
42.2373,-71.5314,1/1,2016-01-01T00:00:00.000,00406,POINT (-71.5314 42.2373),,,,,2356.25,00406575501,339.37,135,01,2016,5755,METHADONE,1,MA,false,2695.62,10580,FFSU
35.6411,-79.8431,10/1,2016-10-01T00:00:00.000,12496,POINT (-79.8431 35.6411),,,,,226189.35,12496121203,1829.42,601,03,2016,1212,SUBOXONE,4,NC,false,228018.77,16028,FFSU
43.3504,-84.5603,1/1,2016-01-01T00:00:00.000,59011,POINT (-84.5603 43.3504),,,,,141175.36,59011075204,0,258,04,2016,0752,BUTRANS,1,MI,false,141175.36,1016,MCOU
37.669,-84.6514,4/1,2016-04-01T00:00:00.000,59011,POINT (-84.6514 37.669),,,,,,59011075704,,,04,2016,0757,BUTRANS,2,KY,true,,,MCOU
43.4108,-71.5653,4/1,2016-04-01T00:00:00.000,59011,POINT (-71.5653 43.4108),,,,,5829.01,59011075104,0,18,04,2016,0751,BUTRANS,2,NH,false,5829.01,69,MCOU
38.4199,-117.1219,4/1,2016-04-01T00:00:00.000,00054,POINT (-117.1219 38.4199),,,,,11433.7,00054457125,42.24,439,25,2016,4571,METHADONE,2,NV,false,11475.94,49182,MCOU
61.385,-152.2683,1/1,2016-01-01T00:00:00.000,67877,POINT (-152.2683 61.385),,,,,2868.04,67877011601,0,99,01,2016,0116,METHADONE,1,AK,false,2868.04,15215,FFSU
38.468,-80.9696,7/1,2016-07-01T00:00:00.000,59011,POINT (-80.9696 38.468),,,,,30607.98,59011075104,302.34,97,04,2016,0751,BUTRANS,3,WV,false,30910.32,368,MCOU
40.314,-74.5089,7/1,2016-07-01T00:00:00.000,00406,POINT (-74.5089 40.314),,,,,,00406577101,,,01,2016,5771,METHADONE,3,NJ,true,,,FFSU
38.5111,-96.8005,1/1,2016-01-01T00:00:00.000,00054,POINT (-96.8005 38.5111),,,,,511.43,00054355563,1.12,22,63,2016,3555,METHADONE,1,KS,false,512.55,7829,MCOU
40.314,-74.5089,7/1,2016-07-01T00:00:00.000,00406,POINT (-74.5089 40.314),,,,,10983.68,00406577101,8.43,389,01,2016,5771,METHADONE,3,NJ,false,10992.11,57271,MCOU
36.17,-119.7462,10/1,2016-10-01T00:00:00.000,00054,POINT (-119.7462 36.17),,,,,45238.81,00054457125,144.43,1593,25,2016,4571,METHADONE,4,CA,false,45383.24,167094.5,FFSU
42.2373,-71.5314,7/1,2016-07-01T00:00:00.000,00406,POINT (-71.5314 42.2373),,,,,,00406577162,,,62,2016,5771,METHADONE,3,MA,true,,,MCOU
44.2563,-89.6385,4/1,2016-04-01T00:00:00.000,66689,POINT (-89.6385 44.2563),,,,,205.01,66689071116,21.78,20,16,2016,0711,Methadone,2,WI,false,226.79,1722,FFSU
44.0407,-72.7093,4/1,2016-04-01T00:00:00.000,00406,POINT (-72.7093 44.0407),,,,,885.55,00406575501,0,55,01,2016,5755,METHADONE,2,VT,false,885.55,3590,FFSU
35.7449,-86.7489,7/1,2016-07-01T00:00:00.000,59385,POINT (-86.7489 35.7449),,,,,37896.52,59385001230,0,249,30,2016,0012,BUNAVAIL,3,TN,false,37896.52,5017,FFSU
42.2373,-71.5314,4/1,2016-04-01T00:00:00.000,66689,POINT (-71.5314 42.2373),,,,,,66689071116,,,16,2016,0711,METHADONE,2,MA,true,,,MCOU
39.0724,-76.7902,7/1,2016-07-01T00:00:00.000,13107,POINT (-76.7902 39.0724),,,,,1948.73,13107008901,99,295,01,2016,0089,METHADONE,3,MD,false,2047.73,26759,MCOU
38.4199,-117.1219,1/1,2016-01-01T00:00:00.000,00054,POINT (-117.1219 38.4199),,,,,4371.45,00054457125,255.15,150,25,2016,4571,METHADONE,1,NV,false,4626.6,21112,FFSU
39.8647,-86.2604,7/1,2016-07-01T00:00:00.000,00406,POINT (-86.2604 39.8647),,,,,607.52,00406577101,45,22,01,2016,5771,METHADONE,3,IN,false,652.52,2763,FFSU
33.7712,-111.3877,7/1,2016-07-01T00:00:00.000,12496,POINT (-111.3877 33.7712),,,,,83352.16,12496120203,0,1095,03,2016,1202,SUBOXONE,3,AZ,false,83352.16,19585,MCOU
41.5834,-72.7622,1/1,2016-01-01T00:00:00.000,66689,POINT (-72.7622 41.5834),,,,,,66689071116,,,16,2016,0711,Methadone,1,CT,true,,,FFSU
35.6411,-79.8431,10/1,2016-10-01T00:00:00.000,59011,POINT (-79.8431 35.6411),,,,,135397.2,59011075204,3697.57,241,04,2016,0752,BUTRANS,4,NC,false,139094.77,968,FFSU
31.1801,-91.8749,1/1,2016-01-01T00:00:00.000,00054,POINT (-91.8749 31.1801),,,,,,00054355563,,,63,2016,3555,METHADONE,1,LA,true,,,MCOU
21.1098,-157.5311,7/1,2016-07-01T00:00:00.000,00406,POINT (-157.5311 21.1098),,,,,429.46,00406575501,0,26,01,2016,5755,METHADONE,3,HI,false,429.46,2002,MCOU
31.1801,-91.8749,4/1,2016-04-01T00:00:00.000,59011,POINT (-91.8749 31.1801),,,,,,59011075704,,,04,2016,0757,BUTRANS,2,LA,true,,,MCOU
40.314,-74.5089,1/1,2016-01-01T00:00:00.000,67457,POINT (-74.5089 40.314),,,,,,67457021720,,,20,2016,0217,Methadone,1,NJ,true,,,MCOU
35.7449,-86.7489,7/1,2016-07-01T00:00:00.000,12496,POINT (-86.7489 35.7449),,,,,8533.37,12496120803,0,45,03,2016,1208,SUBOXONE,3,TN,false,8533.37,1144,FFSU
33.8191,-80.9066,1/1,2016-01-01T00:00:00.000,00054,POINT (-80.9066 33.8191),,,,,,00054355563,,,63,2016,3555,METHADONE,1,SC,true,,,FFSU
40.5773,-77.264,7/1,2016-07-01T00:00:00.000,00406,POINT (-77.264 40.5773),,,,,,00406577162,,,62,2016,5771,METHADONE,3,PA,true,,,MCOU
36.17,-119.7462,4/1,2016-04-01T00:00:00.000,67457,POINT (-119.7462 36.17),,,,,,67457021720,,,20,2016,0217,METHADONE,2,CA,true,,,MCOU
35.7449,-86.7489,7/1,2016-07-01T00:00:00.000,00406,POINT (-86.7489 35.7449),,,,,,00406577101,,,01,2016,5771,METHADONE,3,TN,true,,,FFSU
38.8964,-77.0262,4/1,2016-04-01T00:00:00.000,00406,POINT (-77.0262 38.8964),,,,,,00406575501,,,01,2016,5755,METHADONE,2,DC,true,,,MCOU
40.1135,-111.8535,4/1,2016-04-01T00:00:00.000,00054,POINT (-111.8535 40.1135),,,,,,00054355663,,,63,2016,3556,METHADONE,2,UT,true,,,MCOU
40.5773,-77.264,1/1,2016-01-01T00:00:00.000,68084,POINT (-77.264 40.5773),,,,,,68084073801,,,01,2016,0738,METHADONE,1,PA,true,,,MCOU
37.768,-78.2057,1/1,2016-01-01T00:00:00.000,00054,POINT (-78.2057 37.768),,,,,,00054355344,,,44,2016,3553,METHADONE,1,VA,true,,,MCOU
39.0724,-76.7902,4/1,2016-04-01T00:00:00.000,68084,POINT (-76.7902 39.0724),,,,,,68084073801,,,01,2016,0738,METHADONE,2,MD,true,,,MCOU
38.4199,-117.1219,7/1,2016-07-01T00:00:00.000,68084,POINT (-117.1219 38.4199),,,,,,68084073801,,,01,2016,0738,METHADONE,3,NV,true,,,MCOU
44.2394,-114.5103,10/1,2016-10-01T00:00:00.000,12496,POINT (-114.5103 44.2394),,,,,6422.64,12496120203,19.3,47,03,2016,1202,SUBOXONE,4,ID,false,6441.94,1462,FFSU
38.5111,-96.8005,7/1,2016-07-01T00:00:00.000,00406,POINT (-96.8005 38.5111),,,,,844.29,00406575501,66,30,01,2016,5755,METHADONE,3,KS,false,910.29,2874,MCOU
35.6411,-79.8431,10/1,2016-10-01T00:00:00.000,54123,POINT (-79.8431 35.6411),,,,,88887.65,54123095730,0,341,30,2016,0957,ZUBSOLV,4,NC,false,88887.65,12521,FFSU
35.7449,-86.7489,1/1,2016-01-01T00:00:00.000,00054,POINT (-86.7489 35.7449),,,,,,00054355563,,,63,2016,3555,METHADONE,1,TN,true,,,FFSU
40.3736,-82.7755,7/1,2016-07-01T00:00:00.000,00054,POINT (-82.7755 40.3736),,,,,,00054355344,,,44,2016,3553,METHADONE,3,OH,true,,,MCOU
39.3498,-75.5148,7/1,2016-07-01T00:00:00.000,67457,POINT (-75.5148 39.3498),,,,,,67457021720,,,20,2016,0217,METHADONE,3,DE,true,,,MCOU
35.6411,-79.8431,4/1,2016-04-01T00:00:00.000,00054,POINT (-79.8431 35.6411),,,,,6455.49,00054457025,107.17,279,25,2016,4570,METHADONE,2,NC,false,6562.66,25772,FFSU
36.17,-119.7462,7/1,2016-07-01T00:00:00.000,66689,POINT (-119.7462 36.17),,,,,,66689069430,,,30,2016,0694,METHADONE,3,CA,true,,,MCOU
42.2373,-71.5314,7/1,2016-07-01T00:00:00.000,00406,POINT (-71.5314 42.2373),,,,,,00406577162,,,62,2016,5771,METHADONE,3,MA,true,,,FFSU
33.8191,-80.9066,7/1,2016-07-01T00:00:00.000,59011,POINT (-80.9066 33.8191),,,,,,59011075004,,,04,2016,0750,BUTRANS,3,SC,true,,,FFSU
37.768,-78.2057,1/1,2016-01-01T00:00:00.000,66689,POINT (-78.2057 37.768),,,,,,66689071116,,,16,2016,0711,Methadone,1,VA,true,,,FFSU
38.4623,-92.302,7/1,2016-07-01T00:00:00.000,59011,POINT (-92.302 38.4623),,,,,15412.56,59011075704,0,45,04,2016,0757,BUTRANS,3,MO,false,15412.56,177,FFSU
34.9513,-92.3809,4/1,2016-04-01T00:00:00.000,12496,POINT (-92.3809 34.9513),,,,,216135.52,12496120803,0,490,03,2016,1208,SUBOXONE,2,AR,false,216135.52,28176,FFSU
40.1135,-111.8535,10/1,2016-10-01T00:00:00.000,00054,POINT (-111.8535 40.1135),,,,,1979.21,00054457125,0,80,25,2016,4571,METHADONE,4,UT,false,1979.21,8669,MCOU
38.5111,-96.8005,4/1,2016-04-01T00:00:00.000,00054,POINT (-96.8005 38.5111),,,,,,00054355663,,,63,2016,3556,METHADONE,2,KS,true,,,MCOU
33.7712,-111.3877,4/1,2016-04-01T00:00:00.000,00054,POINT (-111.3877 33.7712),,,,,,00054355563,,,63,2016,3555,METHADONE,2,AZ,true,,,MCOU
38.4623,-92.302,7/1,2016-07-01T00:00:00.000,54123,POINT (-92.302 38.4623),,,,,,54123091430,,,30,2016,0914,ZUBSOLV,3,MO,true,,,FFSU
33.8191,-80.9066,4/1,2016-04-01T00:00:00.000,00406,POINT (-80.9066 33.8191),,,,,897.62,00406577101,0,23,01,2016,5771,METHADONE,2,SC,false,897.62,5475,FFSU
27.8333,-81.717,7/1,2016-07-01T00:00:00.000,00054,POINT (-81.717 27.8333),,,,,,00054355663,,,63,2016,3556,METHADONE,3,FL,true,,,MCOU
40.3363,-89.0022,7/1,2016-07-01T00:00:00.000,00054,POINT (-89.0022 40.3363),,,,,4410.59,00054457125,33.06,249,25,2016,4571,METHADONE,3,IL,false,4443.65,29210,MCOU
37.669,-84.6514,1/1,2016-01-01T00:00:00.000,00054,POINT (-84.6514 37.669),,,,,,00054855324,,,24,2016,8553,METHADONE,1,KY,true,,,MCOU
38.8964,-77.0262,1/1,2016-01-01T00:00:00.000,00406,POINT (-77.0262 38.8964),,,,,323.99,00406577101,6,20,01,2016,5771,METHADONE,1,DC,false,329.99,1260,FFSU
44.2563,-89.6385,4/1,2016-04-01T00:00:00.000,13107,POINT (-89.6385 44.2563),,,,,,13107008801,,,01,2016,0088,Methadone,2,WI,true,,,FFSU
32.9866,-83.6487,7/1,2016-07-01T00:00:00.000,00406,POINT (-83.6487 32.9866),,,,,18505.52,00406577101,44.3,616,01,2016,5771,METHADONE,3,GA,false,18549.82,77539,FFSU
32.9866,-83.6487,1/1,2016-01-01T00:00:00.000,00054,POINT (-83.6487 32.9866),,,,,,00054855424,,,24,2016,8554,METHADONE,1,GA,true,,,FFSU
39.3498,-75.5148,4/1,2016-04-01T00:00:00.000,13107,POINT (-75.5148 39.3498),,,,,,13107008901,,,01,2016,0089,Methadone,2,DE,true,,,MCOU
40.1135,-111.8535,7/1,2016-07-01T00:00:00.000,00406,POINT (-111.8535 40.1135),,,,,,00406575501,,,01,2016,5755,METHADONE,3,UT,true,,,FFSU
42.1497,-74.9384,7/1,2016-07-01T00:00:00.000,00406,POINT (-74.9384 42.1497),,,,,,00406254001,,,01,2016,2540,METHADONE,3,NY,true,,,MCOU
37.768,-78.2057,7/1,2016-07-01T00:00:00.000,13107,POINT (-78.2057 37.768),,,,,,13107008901,,,01,2016,0089,Methadone,3,VA,true,,,FFSU
47.5362,-99.793,7/1,2016-07-01T00:00:00.000,00054,POINT (-99.793 47.5362),,,,,,00054457125,,,25,2016,4571,METHADONE,3,ND,true,,,MCOU
38.468,-80.9696,7/1,2016-07-01T00:00:00.000,59011,POINT (-80.9696 38.468),,,,,9538.39,59011075004,0,47,04,2016,0750,BUTRANS,3,WV,false,9538.39,171,MCOU
41.5834,-72.7622,1/1,2016-01-01T00:00:00.000,00406,POINT (-72.7622 41.5834),,,,,,00406577162,,,62,2016,5771,METHADONE,1,CT,true,,,FFSU
37.669,-84.6514,7/1,2016-07-01T00:00:00.000,00406,POINT (-84.6514 37.669),,,,,,00406577162,,,62,2016,5771,METHADONE,3,KY,true,,,FFSU
43.4108,-71.5653,7/1,2016-07-01T00:00:00.000,13107,POINT (-71.5653 43.4108),,,,,1704.8,13107008901,0,83,01,2016,0089,METHADONE,3,NH,false,1704.8,8405,MCOU
27.8333,-81.717,4/1,2016-04-01T00:00:00.000,59011,POINT (-81.717 27.8333),,,,,82989.53,59011075204,0,145,04,2016,0752,BUTRANS,2,FL,false,82989.53,576,MCOU
38.4623,-92.302,4/1,2016-04-01T00:00:00.000,54123,POINT (-92.302 38.4623),,,,,,54123091430,,,30,2016,0914,ZUBSOLV,2,MO,true,,,FFSU
36.17,-119.7462,4/1,2016-04-01T00:00:00.000,00406,POINT (-119.7462 36.17),,,,,436.32,00406577162,0,20,62,2016,5771,METHADONE,2,CA,false,436.32,1465,MCOU
44.6074,-69.3977,1/1,2016-01-01T00:00:00.000,59011,POINT (-69.3977 44.6074),,,,,22029.96,59011075104,1195.36,75,04,2016,0751,BUTRANS,1,ME,false,23225.32,299,FFSU
32.7673,-89.6812,1/1,2016-01-01T00:00:00.000,00406,POINT (-89.6812 32.7673),,,,,,00406577101,,,01,2016,5771,METHADONE,1,MS,true,,,FFSU
32.9866,-83.6487,7/1,2016-07-01T00:00:00.000,13107,POINT (-83.6487 32.9866),,,,,389.21,13107008901,10.93,16,01,2016,0089,Methadone,3,GA,false,400.14,1694,MCOU
61.385,-152.2683,7/1,2016-07-01T00:00:00.000,12496,POINT (-152.2683 61.385),,,,,9429.49,12496120203,336.56,101,03,2016,1202,SUBOXONE,3,AK,false,9766.05,2364,FFSU
41.5834,-72.7622,4/1,2016-04-01T00:00:00.000,00406,POINT (-72.7622 41.5834),,,,,273.95,00406575501,0,25,01,2016,5755,METHADONE,2,CT,false,273.95,1467,FFSU
43.4108,-71.5653,1/1,2016-01-01T00:00:00.000,59011,POINT (-71.5653 43.4108),,,,,,59011075704,,,04,2016,0757,BUTRANS,1,NH,true,,,MCOU
43.4108,-71.5653,7/1,2016-07-01T00:00:00.000,00054,POINT (-71.5653 43.4108),,,,,,00054355344,,,44,2016,3553,METHADONE,3,NH,true,,,FFSU
42.0046,-93.214,10/1,2016-10-01T00:00:00.000,00406,POINT (-93.214 42.0046),,,,,4916.73,00406577101,0,189,01,2016,5771,METHADONE,4,IA,false,4916.73,20441,MCOU
35.6411,-79.8431,4/1,2016-04-01T00:00:00.000,12496,POINT (-79.8431 35.6411),,,,,,12496120801,,,01,2016,1208,SUBOXONE,2,NC,true,,,FFSU
40.3363,-89.0022,1/1,2016-01-01T00:00:00.000,00406,POINT (-89.0022 40.3363),,,,,1780.88,00406575501,0,99,01,2016,5755,METHADONE,1,IL,false,1780.88,7756,MCOU
61.385,-152.2683,7/1,2016-07-01T00:00:00.000,59011,POINT (-152.2683 61.385),,,,,5536.53,59011075004,185.22,26,04,2016,0750,BUTRANS,3,AK,false,5721.75,102,FFSU
44.2394,-114.5103,7/1,2016-07-01T00:00:00.000,00054,POINT (-114.5103 44.2394),,,,,,00054855424,,,24,2016,8554,METHADONE,3,ID,true,,,FFSU
33.8191,-80.9066,7/1,2016-07-01T00:00:00.000,13107,POINT (-80.9066 33.8191),,,,,,13107008801,,,01,2016,0088,METHADONE,3,SC,true,,,FFSU
40.3736,-82.7755,1/1,2016-01-01T00:00:00.000,13107,POINT (-82.7755 40.3736),,,,,,13107008901,,,01,2016,0089,Methadone,1,OH,true,,,MCOU
33.8191,-80.9066,1/1,2016-01-01T00:00:00.000,12496,POINT (-80.9066 33.8191),,,,,,12496121203,,,03,2016,1212,SUBOXONE,1,SC,true,,,FFSU
41.5834,-72.7622,7/1,2016-07-01T00:00:00.000,00406,POINT (-72.7622 41.5834),,,,,393.46,00406575501,0,27,01,2016,5755,METHADONE,3,CT,false,393.46,1716,FFSU
40.314,-74.5089,1/1,2016-01-01T00:00:00.000,00406,POINT (-74.5089 40.314),,,,,20824.63,00406577101,54.53,625,01,2016,5771,METHADONE,1,NJ,false,20879.16,90281,MCOU
42.1497,-74.9384,4/1,2016-04-01T00:00:00.000,66689,POINT (-74.9384 42.1497),,,,,,66689071116,,,16,2016,0711,METHADONE,2,NY,true,,,FFSU
44.5672,-122.1269,1/1,2016-01-01T00:00:00.000,67877,POINT (-122.1269 44.5672),,,,,261.72,67877011601,62.78,12,01,2016,0116,Methadone,1,OR,false,324.5,1490,FFSU
35.5376,-96.9247,7/1,2016-07-01T00:00:00.000,00054,POINT (-96.9247 35.5376),,,,,3312.98,00054457125,321.22,152,25,2016,4571,METHADONE,3,OK,false,3634.2,18699,FFSU
27.8333,-81.717,10/1,2016-10-01T00:00:00.000,12496,POINT (-81.717 27.8333),,,,,1550252.42,12496120803,1371.87,4697,03,2016,1208,SUBOXONE,4,FL,false,1551624.29,213968,MCOU
,,1/1,2016-01-01T00:00:00.000,00406,,,,,,,00406575523,,,23,2016,5755,METHADONE,1,XX,true,,,MCOU
21.1098,-157.5311,4/1,2016-04-01T00:00:00.000,00406,POINT (-157.5311 21.1098),,,,,465.3,00406575501,0,28,01,2016,5755,METHADONE,2,HI,false,465.3,1915,MCOU
44.2563,-89.6385,7/1,2016-07-01T00:00:00.000,00054,POINT (-89.6385 44.2563),,,,,2165.75,00054355663,9,13,63,2016,3556,METHADONE,3,WI,false,2174.75,20010,FFSU
41.6772,-71.5101,7/1,2016-07-01T00:00:00.000,00054,POINT (-71.5101 41.6772),,,,,621,00054457125,0,12,25,2016,4571,METHADONE,3,RI,false,621,1830,FFSU
44.2394,-114.5103,7/1,2016-07-01T00:00:00.000,12496,POINT (-114.5103 44.2394),,,,,202596.65,12496120803,5676.87,614,03,2016,1208,SUBOXONE,3,ID,false,208273.52,27643,FFSU
36.17,-119.7462,7/1,2016-07-01T00:00:00.000,00054,POINT (-119.7462 36.17),,,,,,00054855324,,,24,2016,8553,METHADONE,3,CA,true,,,FFSU
,,1/1,2016-01-01T00:00:00.000,66689,,,,,,459.25,66689069479,0,15,79,2016,0694,METHADONE,1,XX,false,459.25,6920,MCOU
34.8375,-106.2371,4/1,2016-04-01T00:00:00.000,66689,POINT (-106.2371 34.8375),,,,,,66689071216,,,16,2016,0712,METHADONE,2,NM,true,,,FFSU
43.3504,-84.5603,7/1,2016-07-01T00:00:00.000,59011,POINT (-84.5603 43.3504),,,,,3475.4,59011075204,994,12,04,2016,0752,BUTRANS,3,MI,false,4469.4,47,FFSU
43.3504,-84.5603,4/1,2016-04-01T00:00:00.000,12496,POINT (-84.5603 43.3504),,,,,55525.67,12496120203,0,602,03,2016,1202,SUBOXONE,2,MI,false,55525.67,13361,FFSU
31.106,-97.6475,10/1,2016-10-01T00:00:00.000,00054,POINT (-97.6475 31.106),,,,,14147.38,00054457125,0,533,25,2016,4571,METHADONE,4,TX,false,14147.38,76709,MCOU
33.8191,-80.9066,4/1,2016-04-01T00:00:00.000,59011,POINT (-80.9066 33.8191),,,,,,59011075704,,,04,2016,0757,BUTRANS,2,SC,true,,,FFSU
32.9866,-83.6487,1/1,2016-01-01T00:00:00.000,00406,POINT (-83.6487 32.9866),,,,,643.81,00406575501,10.45,41,01,2016,5755,METHADONE,1,GA,false,654.26,2751,MCOU
39.0724,-76.7902,4/1,2016-04-01T00:00:00.000,00054,POINT (-76.7902 39.0724),,,,,378.92,00054457025,31,32,25,2016,4570,METHADONE,2,MD,false,409.92,1633,FFSU
38.4623,-92.302,1/1,2016-01-01T00:00:00.000,66689,POINT (-92.302 38.4623),,,,,,66689069479,,,79,2016,0694,METHADONE,1,MO,true,,,FFSU
37.768,-78.2057,1/1,2016-01-01T00:00:00.000,12496,POINT (-78.2057 37.768),,,,,,12496128302,,,02,2016,1283,SUBOXONE,1,VA,true,,,MCOU
38.468,-80.9696,1/1,2016-01-01T00:00:00.000,12496,POINT (-80.9696 38.468),,,,,,12496075705,,,05,2016,0757,BUPRENEX,1,WV,true,,,FFSU
32.9866,-83.6487,4/1,2016-04-01T00:00:00.000,00406,POINT (-83.6487 32.9866),,,,,,00406577162,,,62,2016,5771,METHADONE,2,GA,true,,,FFSU
33.7712,-111.3877,1/1,2016-01-01T00:00:00.000,59011,POINT (-111.3877 33.7712),,,,,17311.01,59011075104,278,60,04,2016,0751,BUTRANS,1,AZ,false,17589.01,240,MCOU
37.768,-78.2057,4/1,2016-04-01T00:00:00.000,00054,POINT (-78.2057 37.768),,,,,,00054855324,,,24,2016,8553,METHADONE,2,VA,true,,,MCOU
38.4623,-92.302,1/1,2016-01-01T00:00:00.000,00054,POINT (-92.302 38.4623),,,,,4285.77,00054457125,0,138,25,2016,4571,METHADONE,1,MO,false,4285.77,18659,FFSU
35.6411,-79.8431,7/1,2016-07-01T00:00:00.000,00054,POINT (-79.8431 35.6411),,,,,19380.31,00054457125,199.84,652,25,2016,4571,METHADONE,3,NC,false,19580.15,91505.5,FFSU
44.2563,-89.6385,1/1,2016-01-01T00:00:00.000,67877,POINT (-89.6385 44.2563),,,,,39887.01,67877011601,1181.91,1945,01,2016,0116,Methadone,1,WI,false,41068.92,265173,FFSU
39.0724,-76.7902,4/1,2016-04-01T00:00:00.000,00054,POINT (-76.7902 39.0724),,,,,16089.36,00054457125,0,964,25,2016,4571,METHADONE,2,MD,false,16089.36,99999,MCOU
36.17,-119.7462,1/1,2016-01-01T00:00:00.000,00054,POINT (-119.7462 36.17),,,,,20040.88,00054457025,152.98,1264,25,2016,4570,METHADONE,1,CA,false,20193.86,99188,MCOU
44.6074,-69.3977,7/1,2016-07-01T00:00:00.000,00054,POINT (-69.3977 44.6074),,,,,,00054355563,,,63,2016,3555,METHADONE,3,ME,true,,,FFSU
,,7/1,2016-07-01T00:00:00.000,00904,,,,,,247.97,00904653060,0,12,60,2016,6530,METHADONE,3,XX,false,247.97,1728,MCOU
