_latitude,_location,_location_address,_location_city,_location_state,_location_zip,_longitude,_quarter_begin,_quarter_begin_date,labeler_code,medicaid_amount_reimbursed,ndc,non_medicaid_amount_reimbursed,number_of_prescriptions,package_size,period_covered,product_code,product_fda_list_name,quarter,record_id,state_code,suppression_used,total_amount_reimbursed,units_reimbursed
39.0646,POINT (-105.3272 39.0646),,,,,-105.3272,7/1,2013-07-01T00:00:00.000,00054,14006.18,00054457125,1.76,577,25,2013,4571,METHADONE,3,FFSU,CO,false,14007.94,95952
,,,,,,,10/1,2013-10-01T00:00:00.000,00054,34982.51,00054457025,1550.91,4031,25,2013,4570,METHADONE,4,FFSU,XX,false,36533.42,327814
,,,,,,,1/1,2013-01-01T00:00:00.000,00054,12857.37,00054355563,1154.71,885,63,2013,3555,METHADONE,1,FFSU,XX,false,14012.08,156587.3
36.17,POINT (-119.7462 36.17),,,,,-119.7462,4/1,2013-04-01T00:00:00.000,00054,238.32,00054355563,0,31,63,2013,3555,METHADONE,2,MCOU,CA,false,238.32,2881.7
42.2373,POINT (-71.5314 42.2373),,,,,-71.5314,10/1,2013-10-01T00:00:00.000,00054,2050.32,00054457025,0,280,25,2013,4570,METHADONE,4,FFSU,MA,false,2050.32,28726
39.0646,POINT (-105.3272 39.0646),,,,,-105.3272,7/1,2013-07-01T00:00:00.000,12496,464355.23,12496120803,3214.04,1364,03,2013,1208,SUBOXONE,3,FFSU,CO,false,467569.27,66578
36.17,POINT (-119.7462 36.17),,,,,-119.7462,7/1,2013-07-01T00:00:00.000,00054,3541.74,00054457025,70,560,25,2013,4570,METHADONE,3,MCOU,CA,false,3611.74,42309
36.17,POINT (-119.7462 36.17),,,,,-119.7462,1/1,2013-01-01T00:00:00.000,00406,43485.91,00406577101,34.5,2196,01,2013,5771,METHADONE,1,MCOU,CA,false,43520.41,352144
39.0646,POINT (-105.3272 39.0646),,,,,-105.3272,1/1,2013-01-01T00:00:00.000,00054,16206.28,00054457125,37.04,683,25,2013,4571,METHADONE,1,FFSU,CO,false,16243.32,116304
42.2373,POINT (-71.5314 42.2373),,,,,-71.5314,10/1,2013-10-01T00:00:00.000,00054,22675.7,00054457125,0,1261,25,2013,4571,METHADONE,4,FFSU,MA,false,22675.7,198778
36.17,POINT (-119.7462 36.17),,,,,-119.7462,4/1,2013-04-01T00:00:00.000,00054,98935.08,00054457125,53.28,4984,25,2013,4571,METHADONE,2,MCOU,CA,false,98988.36,844830
36.17,POINT (-119.7462 36.17),,,,,-119.7462,4/1,2013-04-01T00:00:00.000,00054,4052.12,00054457025,43.3,603,25,2013,4570,METHADONE,2,MCOU,CA,false,4095.42,49712
36.17,POINT (-119.7462 36.17),,,,,-119.7462,10/1,2013-10-01T00:00:00.000,00406,41143.4,00406577101,3.3,2176,01,2013,5771,METHADONE,4,MCOU,CA,false,41146.7,362638.5
39.0646,POINT (-105.3272 39.0646),,,,,-105.3272,1/1,2013-01-01T00:00:00.000,00054,3081.21,00054457025,0,242,25,2013,4570,METHADONE,1,FFSU,CO,false,3081.21,21438
39.0646,POINT (-105.3272 39.0646),,,,,-105.3272,4/1,2013-04-01T00:00:00.000,12496,439416.6,12496120803,4889.91,1309,03,2013,1208,SUBOXONE,2,FFSU,CO,false,444306.51,63018
39.0646,POINT (-105.3272 39.0646),,,,,-105.3272,7/1,2013-07-01T00:00:00.000,00406,16026.83,00406577101,7.29,664,01,2013,5771,METHADONE,3,FFSU,CO,false,16034.12,109472
39.0646,POINT (-105.3272 39.0646),,,,,-105.3272,4/1,2013-04-01T00:00:00.000,12496,15445.38,12496120203,87.33,89,03,2013,1202,SUBOXONE,2,FFSU,CO,false,15532.71,3786
39.0646,POINT (-105.3272 39.0646),,,,,-105.3272,1/1,2013-01-01T00:00:00.000,00406,1205.12,00406575501,0,110,01,2013,5755,METHADONE,1,FFSU,CO,false,1205.12,7546
39.0646,POINT (-105.3272 39.0646),,,,,-105.3272,4/1,2013-04-01T00:00:00.000,00054,17636.8,00054457125,21.96,664,25,2013,4571,METHADONE,2,FFSU,CO,false,17658.76,114374
39.0646,POINT (-105.3272 39.0646),,,,,-105.3272,7/1,2013-07-01T00:00:00.000,00054,457.66,00054355563,0,37,63,2013,3555,METHADONE,3,FFSU,CO,false,457.66,1918.36
39.0646,POINT (-105.3272 39.0646),,,,,-105.3272,4/1,2013-04-01T00:00:00.000,00054,3020.67,00054457025,0,209,25,2013,4570,METHADONE,2,FFSU,CO,false,3020.67,19498
,,,,,,,1/1,2013-01-01T00:00:00.000,00054,44132.02,00054457025,3313.09,5271,25,2013,4570,METHADONE,1,FFSU,XX,false,47445.11,430906
39.0646,POINT (-105.3272 39.0646),,,,,-105.3272,7/1,2013-07-01T00:00:00.000,12496,0.01,12496120203,0,88,03,2013,1202,SUBOXONE,3,FFSU,CO,false,0.01,4017
,,,,,,,10/1,2013-10-01T00:00:00.000,00054,406778.03,00054457125,15941.05,21934,25,2013,4571,METHADONE,4,FFSU,XX,false,422719.08,3095525.5
39.0646,POINT (-105.3272 39.0646),,,,,-105.3272,1/1,2013-01-01T00:00:00.000,00406,15045.1,00406577101,29.07,622,01,2013,5771,METHADONE,1,FFSU,CO,false,15074.17,107435
36.17,POINT (-119.7462 36.17),,,,,-119.7462,1/1,2013-01-01T00:00:00.000,00054,96106.82,00054457125,9,4762,25,2013,4571,METHADONE,1,MCOU,CA,false,96115.82,822250
39.0646,POINT (-105.3272 39.0646),,,,,-105.3272,1/1,2013-01-01T00:00:00.000,12496,404999.94,12496120803,3943.54,1190,03,2013,1208,SUBOXONE,1,FFSU,CO,false,408943.48,56800
36.17,POINT (-119.7462 36.17),,,,,-119.7462,10/1,2013-10-01T00:00:00.000,00054,59746.86,00054457125,33.2,3372,25,2013,4571,METHADONE,4,MCOU,CA,false,59780.06,531609.5
39.0646,POINT (-105.3272 39.0646),,,,,-105.3272,4/1,2013-04-01T00:00:00.000,00054,694.86,00054355563,0,54,63,2013,3555,METHADONE,2,FFSU,CO,false,694.86,2560.42
42.1497,POINT (-74.9384 42.1497),,,,,-74.9384,1/1,2013-01-01T00:00:00.000,67457,,67457021720,,,20,2013,0217,METHADONE,1,FFSU,NY,true,,
40.5773,POINT (-77.264 40.5773),,,,,-77.264,4/1,2013-04-01T00:00:00.000,00406,850.85,00406577101,30.3,98,01,2013,5771,METHADONE,2,FFSU,PA,false,881.15,7826.5
36.17,POINT (-119.7462 36.17),,,,,-119.7462,10/1,2013-10-01T00:00:00.000,00406,3648.06,00406575501,32.94,433,01,2013,5755,METHADONE,4,FFSU,CA,false,3681,30032
42.1497,POINT (-74.9384 42.1497),,,,,-74.9384,10/1,2013-10-01T00:00:00.000,67457,,67457021720,,,20,2013,0217,METHADONE,4,FFSU,NY,true,,
42.1497,POINT (-74.9384 42.1497),,,,,-74.9384,7/1,2013-07-01T00:00:00.000,67457,,67457021720,,,20,2013,0217,METHADONE,3,FFSU,NY,true,,
,,,,,,,10/1,2013-10-01T00:00:00.000,67457,7720.8,67457021720,396,22,20,2013,0217,METHADONE,4,FFSU,XX,false,8116.8,459.44
,,,,,,,10/1,2013-10-01T00:00:00.000,00406,35455.83,00406575501,1432.68,4119,01,2013,5755,METHADONE,4,FFSU,XX,false,36888.51,306564.1
32.9866,POINT (-83.6487 32.9866),,,,,-83.6487,7/1,2013-07-01T00:00:00.000,00409,200.72,00409121501,0,17,01,2013,1215,NALOXONE,3,MCOU,GA,false,200.72,62.5
42.1497,POINT (-74.9384 42.1497),,,,,-74.9384,4/1,2013-04-01T00:00:00.000,67457,,67457021720,,,20,2013,0217,METHADONE,2,FFSU,NY,true,,
40.5773,POINT (-77.264 40.5773),,,,,-77.264,1/1,2013-01-01T00:00:00.000,00406,657.03,00406575501,6.34,132,01,2013,5755,METHADONE,1,FFSU,PA,false,663.37,8564
36.17,POINT (-119.7462 36.17),,,,,-119.7462,10/1,2013-10-01T00:00:00.000,00406,81356.98,00406577101,875.59,3782,01,2013,5771,METHADONE,4,FFSU,CA,false,82232.57,616367
47.3917,POINT (-121.5708 47.3917),,,,,-121.5708,1/1,2013-01-01T00:00:00.000,00054,,00054039168,,,68,2013,0391,Methadone,1,MCOU,WA,true,,
41.6772,POINT (-71.5101 41.6772),,,,,-71.5101,7/1,2013-07-01T00:00:00.000,00406,1062.94,00406577101,0,53,01,2013,5771,METHADONE,3,MCOU,RI,false,1062.94,10389
37.669,POINT (-84.6514 37.669),,,,,-84.6514,1/1,2013-01-01T00:00:00.000,00054,10615.08,00054457125,52.21,1165,25,2013,4571,METHADONE,1,MCOU,KY,false,10667.29,145073
37.768,POINT (-78.2057 37.768),,,,,-78.2057,4/1,2013-04-01T00:00:00.000,00054,929.63,00054457025,55,136,25,2013,4570,METHADONE,2,MCOU,VA,false,984.63,12730
,,,,,,,10/1,2013-10-01T00:00:00.000,67877,80323.51,67877011601,1475.15,5793,01,2013,0116,METHADONE,4,MCOU,XX,false,81798.66,779379
37.768,POINT (-78.2057 37.768),,,,,-78.2057,7/1,2013-07-01T00:00:00.000,00406,1585.92,00406577101,38.76,102,01,2013,5771,METHADONE,3,FFSU,VA,false,1624.68,11991
,,,,,,,4/1,2013-04-01T00:00:00.000,00054,9760.9,00054355663,408.36,169,63,2013,3556,METHADONE,2,MCOU,XX,false,10169.26,69000.97
47.3917,POINT (-121.5708 47.3917),,,,,-121.5708,4/1,2013-04-01T00:00:00.000,67877,1918.25,67877011601,0,128,01,2013,0116,Methadone,2,MCOU,WA,false,1918.25,17291
47.3917,POINT (-121.5708 47.3917),,,,,-121.5708,4/1,2013-04-01T00:00:00.000,00054,,00054039168,,,68,2013,0391,Methadone,2,MCOU,WA,true,,
,,,,,,,7/1,2013-07-01T00:00:00.000,67457,20518.16,67457021720,25,47,20,2013,0217,METHADONE,3,FFSU,XX,false,20543.16,2139.8
37.669,POINT (-84.6514 37.669),,,,,-84.6514,4/1,2013-04-01T00:00:00.000,00054,10547.1,00054457125,99.98,1156,25,2013,4571,METHADONE,2,MCOU,KY,false,10647.08,145524
,,,,,,,10/1,2013-10-01T00:00:00.000,00054,1899.57,00054855424,6.2,146,24,2013,8554,METHADONE,4,FFSU,XX,false,1905.77,8654
37.768,POINT (-78.2057 37.768),,,,,-78.2057,7/1,2013-07-01T00:00:00.000,00054,348.38,00054355563,22,101,63,2013,3555,METHADONE,3,MCOU,VA,false,370.38,3265.22
37.768,POINT (-78.2057 37.768),,,,,-78.2057,4/1,2013-04-01T00:00:00.000,00054,15762.24,00054457125,372,973,25,2013,4571,METHADONE,2,MCOU,VA,false,16134.24,143780
37.768,POINT (-78.2057 37.768),,,,,-78.2057,4/1,2013-04-01T00:00:00.000,67457,,67457021720,,,20,2013,0217,Methadone,2,FFSU,VA,true,,
,,,,,,,4/1,2013-04-01T00:00:00.000,66689,1706.82,66689071216,0,13,16,2013,0712,METHADONE,2,MCOU,XX,false,1706.82,14589
,,,,,,,1/1,2013-01-01T00:00:00.000,00406,28508.22,00406575501,1373.03,3481,01,2013,5755,METHADONE,1,FFSU,XX,false,29881.25,253649
,,,,,,,4/1,2013-04-01T00:00:00.000,00406,377726.23,00406577101,11591.03,21247,01,2013,5771,METHADONE,2,FFSU,XX,false,389317.26,2987865.501
47.3917,POINT (-121.5708 47.3917),,,,,-121.5708,1/1,2013-01-01T00:00:00.000,00406,3533.55,00406575501,0,528,01,2013,5755,METHADONE,1,MCOU,WA,false,3533.55,40707
37.768,POINT (-78.2057 37.768),,,,,-78.2057,7/1,2013-07-01T00:00:00.000,67457,,67457021720,,,20,2013,0217,Methadone,3,MCOU,VA,true,,
,,,,,,,10/1,2013-10-01T00:00:00.000,00406,421868.35,00406577101,13524.1,23006,01,2013,5771,METHADONE,4,FFSU,XX,false,435392.45,3233697
37.768,POINT (-78.2057 37.768),,,,,-78.2057,7/1,2013-07-01T00:00:00.000,00406,,00406577162,,,62,2013,5771,METHADONE,3,MCOU,VA,true,,
47.3917,POINT (-121.5708 47.3917),,,,,-121.5708,4/1,2013-04-01T00:00:00.000,66689,,66689071216,,,16,2013,0712,Methadone,2,MCOU,WA,true,,
47.3917,POINT (-121.5708 47.3917),,,,,-121.5708,4/1,2013-04-01T00:00:00.000,00054,14093.58,00054457125,6.59,968,25,2013,4571,METHADONE,2,MCOU,WA,false,14100.17,129158
,,,,,,,1/1,2013-01-01T00:00:00.000,00054,333.3,00054039168,0,12,68,2013,0391,METHADONE,1,MCOU,XX,false,333.3,3916
,,,,,,,7/1,2013-07-01T00:00:00.000,00054,3814.32,00054855424,6,311,24,2013,8554,METHADONE,3,FFSU,XX,false,3820.32,20250.74
41.6772,POINT (-71.5101 41.6772),,,,,-71.5101,7/1,2013-07-01T00:00:00.000,00054,2891.13,00054457125,0,161,25,2013,4571,METHADONE,3,MCOU,RI,false,2891.13,27279
37.669,POINT (-84.6514 37.669),,,,,-84.6514,7/1,2013-07-01T00:00:00.000,00054,10555.29,00054457125,62.55,1024,25,2013,4571,METHADONE,3,MCOU,KY,false,10617.84,125621
41.6772,POINT (-71.5101 41.6772),,,,,-71.5101,7/1,2013-07-01T00:00:00.000,67877,,67877011601,,,01,2013,0116,Methadone,3,MCOU,RI,true,,
37.768,POINT (-78.2057 37.768),,,,,-78.2057,7/1,2013-07-01T00:00:00.000,00054,161.9,00054355563,1.74,29,63,2013,3555,METHADONE,3,FFSU,VA,false,163.64,1711
47.3917,POINT (-121.5708 47.3917),,,,,-121.5708,4/1,2013-04-01T00:00:00.000,00054,,00054355563,,,63,2013,3555,METHADONE,2,MCOU,WA,true,,
,,,,,,,4/1,2013-04-01T00:00:00.000,00406,1276.74,00406577162,57.72,89,62,2013,5771,METHADONE,2,MCOU,XX,false,1334.46,8115
47.3917,POINT (-121.5708 47.3917),,,,,-121.5708,4/1,2013-04-01T00:00:00.000,00054,1044.32,00054457025,0,163,25,2013,4570,METHADONE,2,MCOU,WA,false,1044.32,11908
41.6772,POINT (-71.5101 41.6772),,,,,-71.5101,10/1,2013-10-01T00:00:00.000,67877,943.75,67877011601,0,43,01,2013,0116,Methadone,4,MCOU,RI,false,943.75,7670
,,,,,,,7/1,2013-07-01T00:00:00.000,00054,490444.21,00054457125,15997.83,26569,25,2013,4571,METHADONE,3,FFSU,XX,false,506442.04,3817654.5
,,,,,,,10/1,2013-10-01T00:00:00.000,00406,24592.22,00406575501,329.23,4173,01,2013,5755,METHADONE,4,MCOU,XX,false,24921.45,326149.231
37.768,POINT (-78.2057 37.768),,,,,-78.2057,4/1,2013-04-01T00:00:00.000,00054,191.38,00054355563,27.3,56,63,2013,3555,METHADONE,2,FFSU,VA,false,218.68,1720
,,,,,,,1/1,2013-01-01T00:00:00.000,00054,7374.85,00054355563,84.02,460,63,2013,3555,METHADONE,1,MCOU,XX,false,7458.87,87412.465
37.768,POINT (-78.2057 37.768),,,,,-78.2057,4/1,2013-04-01T00:00:00.000,00054,422.69,00054355563,38,94,63,2013,3555,METHADONE,2,MCOU,VA,false,460.69,4218.55
47.3917,POINT (-121.5708 47.3917),,,,,-121.5708,1/1,2013-01-01T00:00:00.000,00406,41505.37,00406577101,2.35,2663,01,2013,5771,METHADONE,1,MCOU,WA,false,41507.72,380971
37.768,POINT (-78.2057 37.768),,,,,-78.2057,1/1,2013-01-01T00:00:00.000,00054,1734.02,00054457125,114.22,65,25,2013,4571,METHADONE,1,FFSU,VA,false,1848.24,12690
37.768,POINT (-78.2057 37.768),,,,,-78.2057,4/1,2013-04-01T00:00:00.000,00406,173.06,00406575501,5.9,34,01,2013,5755,METHADONE,2,FFSU,VA,false,178.96,1455
,,,,,,,4/1,2013-04-01T00:00:00.000,00054,539070.52,00054457125,18685.37,29920,25,2013,4571,METHADONE,2,FFSU,XX,false,557755.89,4347244.001
,,,,,,,7/1,2013-07-01T00:00:00.000,00406,34344.64,00406575501,1179.86,3992,01,2013,5755,METHADONE,3,FFSU,XX,false,35524.5,301090
37.768,POINT (-78.2057 37.768),,,,,-78.2057,7/1,2013-07-01T00:00:00.000,00406,115.8,00406577162,1,12,62,2013,5771,METHADONE,3,FFSU,VA,false,116.8,320
33.7712,POINT (-111.3877 33.7712),,,,,-111.3877,10/1,2013-10-01T00:00:00.000,59011,5778.11,59011075204,0,15,04,2013,0752,BUTRANS,4,MCOU,AZ,false,5778.11,58
37.768,POINT (-78.2057 37.768),,,,,-78.2057,1/1,2013-01-01T00:00:00.000,67457,,67457021720,,,20,2013,0217,Methadone,1,MCOU,VA,true,,
47.3917,POINT (-121.5708 47.3917),,,,,-121.5708,7/1,2013-07-01T00:00:00.000,00054,6086.11,00054457125,96.36,409,25,2013,4571,METHADONE,3,FFSU,WA,false,6182.47,51330
37.768,POINT (-78.2057 37.768),,,,,-78.2057,4/1,2013-04-01T00:00:00.000,00054,1859.19,00054457125,146.3,75,25,2013,4571,METHADONE,2,FFSU,VA,false,2005.49,14321.001
37.768,POINT (-78.2057 37.768),,,,,-78.2057,4/1,2013-04-01T00:00:00.000,00406,458.63,00406575501,29,85,01,2013,5755,METHADONE,2,MCOU,VA,false,487.63,6330.001
,,,,,,,7/1,2013-07-01T00:00:00.000,00054,4951.52,00054355563,105.14,400,63,2013,3555,METHADONE,3,MCOU,XX,false,5056.66,67070.65
,,,,,,,7/1,2013-07-01T00:00:00.000,00406,437500.2,00406577101,12862.1,23960,01,2013,5771,METHADONE,3,FFSU,XX,false,450362.3,3400642.5
41.6772,POINT (-71.5101 41.6772),,,,,-71.5101,7/1,2013-07-01T00:00:00.000,00406,,00406575501,,,01,2013,5755,METHADONE,3,MCOU,RI,true,,
47.3917,POINT (-121.5708 47.3917),,,,,-121.5708,4/1,2013-04-01T00:00:00.000,00054,,00054355344,,,44,2013,3553,METHADONE,2,MCOU,WA,true,,
,,,,,,,1/1,2013-01-01T00:00:00.000,00054,567921.33,00054457125,27177.4,31208,25,2013,4571,METHADONE,1,FFSU,XX,false,595098.73,4585624.65
47.3917,POINT (-121.5708 47.3917),,,,,-121.5708,10/1,2013-10-01T00:00:00.000,00406,40549.21,00406577101,8.61,3219,01,2013,5771,METHADONE,4,MCOU,WA,false,40557.82,442753
,,,,,,,7/1,2013-07-01T00:00:00.000,00406,611.32,00406575562,3.3,102,62,2013,5755,METHADONE,3,FFSU,XX,false,614.62,3291.01
,,,,,,,7/1,2013-07-01T00:00:00.000,00054,12392.98,00054355563,972.61,792,63,2013,3555,METHADONE,3,FFSU,XX,false,13365.59,154471.78
,,,,,,,4/1,2013-04-01T00:00:00.000,00054,403.94,00054039168,0,13,68,2013,0391,METHADONE,2,MCOU,XX,false,403.94,4680
,,,,,,,1/1,2013-01-01T00:00:00.000,67457,20375.22,67457021720,206.3,45,20,2013,0217,METHADONE,1,FFSU,XX,false,20581.52,2189.8
,,,,,,,1/1,2013-01-01T00:00:00.000,00406,373.63,00406575562,0,29,62,2013,5755,METHADONE,1,MCOU,XX,false,373.63,1548
37.768,POINT (-78.2057 37.768),,,,,-78.2057,4/1,2013-04-01T00:00:00.000,00406,13845.93,00406577101,274,751,01,2013,5771,METHADONE,2,MCOU,VA,false,14119.93,125952
47.3917,POINT (-121.5708 47.3917),,,,,-121.5708,1/1,2013-01-01T00:00:00.000,00406,16258.77,00406577101,150.22,1058,01,2013,5771,METHADONE,1,FFSU,WA,false,16408.99,142718
,,,,,,,4/1,2013-04-01T00:00:00.000,00054,7286.89,00054355344,18.2,46,44,2013,3553,METHADONE,2,MCOU,XX,false,7305.09,10710
37.768,POINT (-78.2057 37.768),,,,,-78.2057,1/1,2013-01-01T00:00:00.000,67877,490.87,67877011601,0,31,01,2013,0116,Methadone,1,MCOU,VA,false,490.87,4539
,,,,,,,7/1,2013-07-01T00:00:00.000,00406,22148.69,00406575501,700.95,3768,01,2013,5755,METHADONE,3,MCOU,XX,false,22849.64,295138
37.768,POINT (-78.2057 37.768),,,,,-78.2057,1/1,2013-01-01T00:00:00.000,00054,1678.52,00054355563,0,79,63,2013,3555,METHADONE,1,MCOU,VA,false,1678.52,3311.725
,,,,,,,4/1,2013-04-01T00:00:00.000,00406,31561.87,00406575501,1107.95,3820,01,2013,5755,METHADONE,2,FFSU,XX,false,32669.82,272245.25
,,,,,,,4/1,2013-04-01T00:00:00.000,00406,47399.61,00406575562,0,30,62,2013,5755,METHADONE,2,MCOU,XX,false,47399.61,1403
47.3917,POINT (-121.5708 47.3917),,,,,-121.5708,4/1,2013-04-01T00:00:00.000,00406,3076.43,00406575501,0,472,01,2013,5755,METHADONE,2,MCOU,WA,false,3076.43,35115.5
,,,,,,,1/1,2013-01-01T00:00:00.000,67877,16216.27,67877011601,179.51,1023,01,2013,0116,METHADONE,1,MCOU,XX,false,16395.78,149663
,,,,,,,4/1,2013-04-01T00:00:00.000,00054,1020.89,00054855424,3.5,67,24,2013,8554,METHADONE,2,MCOU,XX,false,1024.39,7283
47.3917,POINT (-121.5708 47.3917),,,,,-121.5708,4/1,2013-04-01T00:00:00.000,00054,,00054855424,,,24,2013,8554,METHADONE,2,MCOU,WA,true,,
41.6772,POINT (-71.5101 41.6772),,,,,-71.5101,10/1,2013-10-01T00:00:00.000,00054,311.75,00054457025,0,41,25,2013,4570,METHADONE,4,MCOU,RI,false,311.75,3205
37.768,POINT (-78.2057 37.768),,,,,-78.2057,1/1,2013-01-01T00:00:00.000,00406,1717.57,00406577101,53.81,112,01,2013,5771,METHADONE,1,FFSU,VA,false,1771.38,12390
37.768,POINT (-78.2057 37.768),,,,,-78.2057,1/1,2013-01-01T00:00:00.000,00406,14716.45,00406577101,0,874,01,2013,5771,METHADONE,1,MCOU,VA,false,14716.45,136836.001
36.17,POINT (-119.7462 36.17),,,,,-119.7462,7/1,2013-07-01T00:00:00.000,00406,151.66,00406575562,0,16,62,2013,5755,METHADONE,3,FFSU,CA,false,151.66,556
41.6772,POINT (-71.5101 41.6772),,,,,-71.5101,10/1,2013-10-01T00:00:00.000,00054,,00054355563,,,63,2013,3555,METHADONE,4,MCOU,RI,true,,
37.768,POINT (-78.2057 37.768),,,,,-78.2057,7/1,2013-07-01T00:00:00.000,00406,16500.76,00406577101,181.43,853,01,2013,5771,METHADONE,3,MCOU,VA,false,16682.19,146993
,,,,,,,4/1,2013-04-01T00:00:00.000,67457,18091.65,67457021720,12,66,20,2013,0217,METHADONE,2,FFSU,XX,false,18103.65,1492.1
37.768,POINT (-78.2057 37.768),,,,,-78.2057,10/1,2013-10-01T00:00:00.000,00406,15979.24,00406577101,475.92,817,01,2013,5771,METHADONE,4,MCOU,VA,false,16455.16,142649
47.3917,POINT (-121.5708 47.3917),,,,,-121.5708,1/1,2013-01-01T00:00:00.000,00054,20328.64,00054457125,0,1268,25,2013,4571,METHADONE,1,MCOU,WA,false,20328.64,184960
47.3917,POINT (-121.5708 47.3917),,,,,-121.5708,4/1,2013-04-01T00:00:00.000,00054,698.85,00054355663,0,15,63,2013,3556,METHADONE,2,MCOU,WA,false,698.85,5881
37.768,POINT (-78.2057 37.768),,,,,-78.2057,7/1,2013-07-01T00:00:00.000,00406,258.12,00406575501,31.01,50,01,2013,5755,METHADONE,3,FFSU,VA,false,289.13,2338
,,,,,,,4/1,2013-04-01T00:00:00.000,00054,6321.01,00054355563,108.4,529,63,2013,3555,METHADONE,2,MCOU,XX,false,6429.41,90643.77
47.3917,POINT (-121.5708 47.3917),,,,,-121.5708,4/1,2013-04-01T00:00:00.000,00406,,00406577162,,,62,2013,5771,METHADONE,2,MCOU,WA,true,,
47.3917,POINT (-121.5708 47.3917),,,,,-121.5708,4/1,2013-04-01T00:00:00.000,00406,28053.34,00406577101,0,1953,01,2013,5771,METHADONE,2,MCOU,WA,false,28053.34,258247
37.768,POINT (-78.2057 37.768),,,,,-78.2057,4/1,2013-04-01T00:00:00.000,00406,1542.52,00406577101,40.54,75,01,2013,5771,METHADONE,2,FFSU,VA,false,1583.06,11908.001
37.768,POINT (-78.2057 37.768),,,,,-78.2057,10/1,2013-10-01T00:00:00.000,00406,1831.3,00406577101,46,101,01,2013,5771,METHADONE,4,FFSU,VA,false,1877.3,13677.5
,,,,,,,4/1,2013-04-01T00:00:00.000,00054,41154.95,00054457025,2167.23,4852,25,2013,4570,METHADONE,2,FFSU,XX,false,43322.18,395927.5
37.768,POINT (-78.2057 37.768),,,,,-78.2057,10/1,2013-10-01T00:00:00.000,00406,410.66,00406575501,52.71,79,01,2013,5755,METHADONE,4,MCOU,VA,false,463.37,5738.001
41.6772,POINT (-71.5101 41.6772),,,,,-71.5101,10/1,2013-10-01T00:00:00.000,00406,1216.15,00406577101,0,49,01,2013,5771,METHADONE,4,MCOU,RI,false,1216.15,10205
,,,,,,,1/1,2013-01-01T00:00:00.000,00054,7472.49,00054355663,553.48,146,63,2013,3556,METHADONE,1,MCOU,XX,false,8025.97,63767.6
41.6772,POINT (-71.5101 41.6772),,,,,-71.5101,10/1,2013-10-01T00:00:00.000,00054,2897.44,00054457125,0,157,25,2013,4571,METHADONE,4,MCOU,RI,false,2897.44,23802
37.768,POINT (-78.2057 37.768),,,,,-78.2057,4/1,2013-04-01T00:00:00.000,00054,145.67,00054457025,6.82,14,25,2013,4570,METHADONE,2,FFSU,VA,false,152.49,1319
47.3917,POINT (-121.5708 47.3917),,,,,-121.5708,10/1,2013-10-01T00:00:00.000,00054,10458.39,00054457125,0,886,25,2013,4571,METHADONE,4,MCOU,WA,false,10458.39,121011
