Yr,Org,Total Number of Prescriptions,Total Amount Reimbursed
2015,FFSU,205,4760.11
2015,FFSU,206,34236.82
2015,FFSU,206,50669.44
2015,FFSU,208,7132.2
2015,FFSU,208,9044.82
2015,FFSU,21,1011.11
2015,FFSU,21,117.72
2015,FFSU,21,164.9
2015,FFSU,21,189.08
2015,FFSU,21,250.55
2015,FFSU,21,290.58
2015,FFSU,21,305.56
2015,FFSU,21,311.97
2015,FFSU,21,3182.47
2015,FFSU,21,324.91
2015,FFSU,21,408.1
2015,FFSU,21,458.15
2015,FFSU,21,503.58
2015,FFSU,21,581.34
2015,FFSU,21,700.7
2015,FFSU,21,752.41
2015,FFSU,21,965.24
2015,FFSU,210,117421.48
2015,FFSU,210,4499.42
2015,FFSU,210,6412.96
2015,FFSU,211,1133.94
2015,FFSU,212,2687.05
2015,FFSU,212,4716.41
2015,FFSU,213,107474.59
2015,FFSU,213,2193.97
2015,FFSU,215,4895.9
2015,FFSU,215,9796.67
2015,FFSU,216,4906.31
2015,FFSU,217,4767.09
2015,FFSU,217,5324.77
2015,FFSU,218,38268.14
2015,FFSU,219,9367.3
2015,FFSU,22,1150.35
2015,FFSU,22,1312.37
2015,FFSU,22,224.65
2015,FFSU,22,235.82
2015,FFSU,22,287.1
2015,FFSU,22,324.11
2015,FFSU,22,368.39
2015,FFSU,22,394.79
2015,FFSU,22,395.93
2015,FFSU,22,423.5
2015,FFSU,22,553.46
2015,FFSU,22,563.4
2015,FFSU,22,723.52
2015,FFSU,22,850.26
2015,FFSU,22,8525.3
2015,FFSU,221,130862.59
2015,FFSU,222,5716.19
2015,FFSU,2224,95810.07
2015,FFSU,223,8929.64
2015,FFSU,224,1220.52
2015,FFSU,225,60406.33
2015,FFSU,227,5102.64
2015,FFSU,228,125522.03
2015,FFSU,229,1247.19
2015,FFSU,229,4675.28
2015,FFSU,229,6830.98
2015,FFSU,23,210.42
2015,FFSU,23,283.61
2015,FFSU,23,296.3
2015,FFSU,23,355.62
2015,FFSU,23,364.38
2015,FFSU,23,372.94
2015,FFSU,23,3729.78
2015,FFSU,23,4785.41
2015,FFSU,23,497.22
2015,FFSU,23,533.12
2015,FFSU,23,606.1
2015,FFSU,23,841.91
2015,FFSU,23,906.1
2015,FFSU,230,2645.23
2015,FFSU,230,6824.39
2015,FFSU,231,2787.82
2015,FFSU,232,2920.07
2015,FFSU,232,5249.24
2015,FFSU,233,3147.17
2015,FFSU,233,5108.33
2015,FFSU,234,10355.42
2015,FFSU,234,10726.38
2015,FFSU,234,9029.12
2015,FFSU,236,4844.27
2015,FFSU,238,5602.78
2015,FFSU,238,61786.83
2015,FFSU,24,11706.86
2015,FFSU,24,144.14
2015,FFSU,24,203.78
2015,FFSU,24,214.67
2015,FFSU,24,275.82
2015,FFSU,24,402.56
2015,FFSU,24,473.8
2015,FFSU,24,533.91
2015,FFSU,24,6764.93
2015,FFSU,24,704.68
2015,FFSU,24,851.48
2015,FFSU,242,4544.08
2015,FFSU,244,33173.15
2015,FFSU,248,7884.33
2015,FFSU,25,1297.07
2015,FFSU,25,167.62
2015,FFSU,25,2394.09
2015,FFSU,25,263.54
2015,FFSU,25,324.08
2015,FFSU,25,340.78
2015,FFSU,25,380.43
2015,FFSU,25,4186.05
2015,FFSU,25,431.35
2015,FFSU,25,5743.95
2015,FFSU,25,590.27
2015,FFSU,25,6688.5
2015,FFSU,25,6818.5
2015,FFSU,25,6990.28
2015,FFSU,25,7369.92
2015,FFSU,25,773.58
2015,FFSU,25,8054.04
2015,FFSU,25,946.32
2015,FFSU,250,0.01
2015,FFSU,251,6620.61
2015,FFSU,251,76548.88
2015,FFSU,251,7824.34
2015,FFSU,253,5678.18
2015,FFSU,255,67217.06
2015,FFSU,2558,90616.54
2015,FFSU,257,4686.58
2015,FFSU,2582,107486.07
2015,FFSU,2592,120195.21
2015,FFSU,26,10488.02
2015,FFSU,26,10998.16
2015,FFSU,26,1732.51
2015,FFSU,26,1993.72
2015,FFSU,26,3378.11
2015,FFSU,26,466.47
2015,FFSU,26,469.21
2015,FFSU,26,555.62
2015,FFSU,26,6245.6
2015,FFSU,26,637.12
2015,FFSU,260,7364.91
2015,FFSU,262,11597.19
2015,FFSU,2627,842649.24
2015,FFSU,263,64558.66
2015,FFSU,263,83637.54
2015,FFSU,266,3103.87
2015,FFSU,268,6771.9
2015,FFSU,269,11264.13
2015,FFSU,2698,50493.53
2015,FFSU,27,12556.5
2015,FFSU,27,178.53
2015,FFSU,27,347.9
2015,FFSU,27,371.9
2015,FFSU,27,387.01
2015,FFSU,27,393.32
2015,FFSU,27,518.02
2015,FFSU,27,553.46
2015,FFSU,27,563.57
2015,FFSU,27,6018.56
2015,FFSU,27,602.94
2015,FFSU,27,7506.92
2015,FFSU,271,7607.82
2015,FFSU,271,8583.87
2015,FFSU,272,5757.65
2015,FFSU,274,4810.14
2015,FFSU,274,7751.62
2015,FFSU,28,1089.68
2015,FFSU,28,3980.1
2015,FFSU,28,436.79
2015,FFSU,28,453.62
2015,FFSU,28,465.79
2015,FFSU,28,4961.72
2015,FFSU,28,499.86
2015,FFSU,28,518.37
2015,FFSU,28,619.11
2015,FFSU,28,640.42
2015,FFSU,28,913.42
2015,FFSU,280,5062.51
2015,FFSU,285,7759.34
2015,FFSU,285,8602.73
2015,FFSU,287,9268.26
2015,FFSU,288,6990.69
2015,FFSU,288,73554.03
2015,FFSU,2892,934226.33
2015,FFSU,29,12822.4
2015,FFSU,29,13044.02
2015,FFSU,29,14505.18
2015,FFSU,29,2807.79
2015,FFSU,29,345.69
2015,FFSU,29,352.77
2015,FFSU,29,433.28
2015,FFSU,29,455.58
2015,FFSU,29,506.74
2015,FFSU,29,508.38
2015,FFSU,29,623.85
2015,FFSU,29,641
2015,FFSU,29,7366.44
2015,FFSU,290,9519.45
2015,FFSU,294,12453.38
2015,FFSU,296,6178
2015,FFSU,299,5197.78
2015,FFSU,299,88478.38
2015,FFSU,30,10501.79
2015,FFSU,30,12920.48
2015,FFSU,30,1332.24
2015,FFSU,30,16220.17
2015,FFSU,30,1932.42
2015,FFSU,30,196.05
2015,FFSU,30,211.37
2015,FFSU,30,310.45
2015,FFSU,30,326.75
2015,FFSU,30,422.18
2015,FFSU,30,562.82
2015,FFSU,30,620.34
2015,FFSU,30,833.83
2015,FFSU,30,8736.6
2015,FFSU,301,114362.34
2015,FFSU,301,7797.99
2015,FFSU,301,9620.57
2015,FFSU,302,101675.88
2015,FFSU,302,40411.59
2015,FFSU,3022,60621.02
2015,FFSU,304,11705.76
2015,FFSU,304,8363.7
2015,FFSU,308,6239.91
2015,FFSU,309,121863.79
2015,FFSU,309,97437.79
2015,FFSU,31,1271.08
2015,FFSU,31,228.52
2015,FFSU,31,258.59
2015,FFSU,31,3829.7
2015,FFSU,31,4414.44
2015,FFSU,31,461.57
2015,FFSU,31,4997.62
2015,FFSU,31,609.66
2015,FFSU,31,618.62
2015,FFSU,31,620.81
2015,FFSU,31,663.54
2015,FFSU,31,702.78
2015,FFSU,31,720.51
2015,FFSU,31,794.62
2015,FFSU,31,8026.66
2015,FFSU,310,74677.36
2015,FFSU,311,92666.09
2015,FFSU,311,9500.12
2015,FFSU,312,92160.04
2015,FFSU,3159,56668.67
2015,FFSU,319,6342.71
2015,FFSU,32,259.68
2015,FFSU,32,272.32
2015,FFSU,32,2960.14
2015,FFSU,32,435.77
2015,FFSU,32,580.22
2015,FFSU,32,616.74
2015,FFSU,32,7244.83
2015,FFSU,32,8537.15
2015,FFSU,320,86323.14
2015,FFSU,323,72663.38
2015,FFSU,324,93996.95
2015,FFSU,3247,1164216.03
2015,FFSU,3248,1166732.09
2015,FFSU,328,11707.14
2015,FFSU,329,56433.1
2015,FFSU,3290,1017235.51
2015,FFSU,33,1163.55
2015,FFSU,33,4895.26
2015,FFSU,33,497.77
2015,FFSU,33,533.38
2015,FFSU,33,644.86
2015,FFSU,33,744.02
2015,FFSU,33,9245.63
2015,FFSU,3307,61676.45
2015,FFSU,332,58271.05
2015,FFSU,332,6980.49
2015,FFSU,3331,1039842.09
2015,FFSU,334,46370.32
2015,FFSU,336,9117.45
2015,FFSU,337,6552.53
2015,FFSU,337,6862.28
2015,FFSU,338,3732.19
2015,FFSU,339,4579.1
2015,FFSU,34,1364.82
2015,FFSU,34,2156.38
2015,FFSU,34,339.13
2015,FFSU,34,3801.06
2015,FFSU,34,424.54
2015,FFSU,34,428.02
2015,FFSU,34,543.08
2015,FFSU,34,747.61
2015,FFSU,34,961.73
2015,FFSU,34,9788.52
2015,FFSU,340,7471.35
2015,FFSU,341,13134.49
2015,FFSU,343,10288.56
2015,FFSU,343,7623.87
2015,FFSU,343,90478.72
2015,FFSU,3433,50119.59
2015,FFSU,345,6929.86
2015,FFSU,35,1097.9
2015,FFSU,35,11533.91
2015,FFSU,35,1199.33
2015,FFSU,35,13569.39
2015,FFSU,35,5356.17
2015,FFSU,35,637.47
2015,FFSU,35,6575.91
2015,FFSU,35,717.72
2015,FFSU,350,18071.29
2015,FFSU,3510,164912.12
2015,FFSU,3526,48755.69
2015,FFSU,3527,159888.92
2015,FFSU,354,7058.08
2015,FFSU,3543,63756.21
2015,FFSU,356,111749.41
2015,FFSU,358,192378.03
2015,FFSU,36,1208.97
2015,FFSU,36,343.56
2015,FFSU,36,493.24
2015,FFSU,36,527.93
2015,FFSU,36,636.06
2015,FFSU,36,956.84
2015,FFSU,362,5528.15
2015,FFSU,365,137179.34
2015,FFSU,366,50841.77
2015,FFSU,366,8461.58
2015,FFSU,368,135472.18
2015,FFSU,369,108541.87
2015,FFSU,369,21872.44
2015,FFSU,37,1020.67
2015,FFSU,37,10480.5
2015,FFSU,37,11239.21
2015,FFSU,37,1556.77
2015,FFSU,37,1778.21
2015,FFSU,37,432.32
2015,FFSU,37,698.89
2015,FFSU,374,11206.44
2015,FFSU,376,11343.96
2015,FFSU,377,13238.14
2015,FFSU,379,9834.41
2015,FFSU,38,11250.5
2015,FFSU,38,18198.39
2015,FFSU,38,410.62
2015,FFSU,38,600.09
2015,FFSU,38,620.41
2015,FFSU,38,706.75
2015,FFSU,38,773.13
2015,FFSU,380,13054.16
2015,FFSU,3802,66482.15
2015,FFSU,387,15353.9
2015,FFSU,39,1032.81
2015,FFSU,39,10906.08
2015,FFSU,39,19403.61
2015,FFSU,39,6664.82
2015,FFSU,39,770.1
2015,FFSU,391,7860.57
2015,FFSU,3911,1338770.35
2015,FFSU,393,15888.36
2015,FFSU,393,23591.91
2015,FFSU,399,12560.07
2015,FFSU,399,83080.03
2015,FFSU,40,10775.26
2015,FFSU,40,1715.67
2015,FFSU,40,19060.09
2015,FFSU,40,24598.01
2015,FFSU,40,336.35
2015,FFSU,40,407.05
2015,FFSU,400,13533.94
2015,FFSU,401,82283.21
2015,FFSU,402,7718.18
2015,FFSU,404,12947.56
2015,FFSU,407,22380.05
2015,FFSU,408,45623.04
2015,FFSU,409,8930.95
2015,FFSU,41,1071.25
2015,FFSU,41,10767.68
2015,FFSU,41,1208.09
2015,FFSU,41,1429.11
2015,FFSU,41,1717.25
2015,FFSU,41,20520.71
2015,FFSU,41,656.85
2015,FFSU,41,683.6
2015,FFSU,41,832.82
2015,FFSU,41,837.45
2015,FFSU,41,847.51
2015,FFSU,410,24640.39
2015,FFSU,4123,566755.67
2015,FFSU,416,147649.67
2015,FFSU,419,15391.32
2015,FFSU,42,18124.6
2015,FFSU,42,2291.91
2015,FFSU,42,249.41
2015,FFSU,42,286.38
2015,FFSU,42,291.02
2015,FFSU,42,621.55
2015,FFSU,42,648.62
2015,FFSU,423,48575.33
2015,FFSU,427,4585.32
2015,FFSU,43,10789.68
2015,FFSU,43,1481.31
2015,FFSU,43,304
2015,FFSU,43,722.28
2015,FFSU,43,763.4
2015,FFSU,431,207841.52
2015,FFSU,431,24904.12
2015,FFSU,431,9520.39
2015,FFSU,432,86686.2
2015,FFSU,433,9664.5
2015,FFSU,434,11282.84
2015,FFSU,4344,578811.56
2015,FFSU,439,25205.77
2015,FFSU,439,9721.79
2015,FFSU,44,12935.99
2015,FFSU,44,23582.21
2015,FFSU,44,454
2015,FFSU,44,457.63
2015,FFSU,44,926.8
2015,FFSU,442,17858.2
2015,FFSU,448,8980.83
2015,FFSU,449,10292.42
2015,FFSU,449,103879.18
2015,FFSU,449,10785.98
2015,FFSU,45,1099.56
2015,FFSU,45,1294.52
2015,FFSU,45,1719.45
2015,FFSU,45,374.23
2015,FFSU,45,614.14
2015,FFSU,450,20043.11
2015,FFSU,451,64002.75
2015,FFSU,452,22014.3
2015,FFSU,454,61303.53
2015,FFSU,457,64612.2
2015,FFSU,458,16822.79
2015,FFSU,459,19767.16
2015,FFSU,459,4760.67
2015,FFSU,46,1508.02
2015,FFSU,46,6283.51
2015,FFSU,46,829.6
2015,FFSU,46,904.05
2015,FFSU,461,17576.41
2015,FFSU,463,17001.65
2015,FFSU,468,19148.23
2015,FFSU,468,9833.19
2015,FFSU,47,1045.65
2015,FFSU,47,12963.1
2015,FFSU,47,13301.75
2015,FFSU,47,1375.03
2015,FFSU,47,1452.9
2015,FFSU,47,1870.16
2015,FFSU,47,460.17
2015,FFSU,47,593.41
2015,FFSU,47,763.37
2015,FFSU,47,916.34
2015,FFSU,470,21236.07
2015,FFSU,472,67249.52
2015,FFSU,474,24641.75
2015,FFSU,476,27803.27
2015,FFSU,477,50934.09
2015,FFSU,478,61282.46
2015,FFSU,479,10486.78
2015,FFSU,48,1105.57
2015,FFSU,48,1947.67
2015,FFSU,48,1952.35
2015,FFSU,48,456.79
2015,FFSU,48,476.74
2015,FFSU,486,64316.3
2015,FFSU,487,164101.54
2015,FFSU,49,1026.26
2015,FFSU,49,2359.66
2015,FFSU,49,461.5
2015,FFSU,49,751.79
2015,FFSU,49,789.19
2015,FFSU,490,147009.9
2015,FFSU,493,15673.32
2015,FFSU,493,6250.29
2015,FFSU,50,1040.67
2015,FFSU,50,1282.83
2015,FFSU,50,1321.36
2015,FFSU,50,1514.26
2015,FFSU,50,1859.51
2015,FFSU,50,955.6
2015,FFSU,50,959.92
2015,FFSU,501,13075.04
2015,FFSU,501,69774.04
2015,FFSU,505,24519.57
2015,FFSU,509,16282.78
2015,FFSU,51,1562.94
2015,FFSU,51,353.98
2015,FFSU,51,519.28
2015,FFSU,51,830.55
2015,FFSU,514,17785.8
2015,FFSU,52,1075.13
2015,FFSU,52,1793.19
2015,FFSU,52,870.18
2015,FFSU,52,995.86
2015,FFSU,52,996.43
2015,FFSU,520,11290.57
2015,FFSU,521,261372.52
2015,FFSU,522,18817.78
2015,FFSU,53,1015.5
2015,FFSU,53,1080.23
2015,FFSU,53,1571.19
2015,FFSU,53,1666.73
2015,FFSU,53,1802.81
2015,FFSU,53,540.5
2015,FFSU,536,185718.71
2015,FFSU,54,1135.26
2015,FFSU,54,1140.33
2015,FFSU,54,1181.98
2015,FFSU,54,37921.06
2015,FFSU,54,530.43
2015,FFSU,54,7221.94
2015,FFSU,54,730.8
2015,FFSU,54,907.07
2015,FFSU,540,11311.95
2015,FFSU,546,17241.17
2015,FFSU,547,7422.77
2015,FFSU,549,11571.95
2015,FFSU,549,53829.37
2015,FFSU,55,2122.69
2015,FFSU,55,564.69
2015,FFSU,55,632.8
2015,FFSU,55,848.97
2015,FFSU,551,222538.41
2015,FFSU,553,12248.6
2015,FFSU,557,94260.51
2015,FFSU,559,24238.64
2015,FFSU,559,269436.66
2015,FFSU,56,1231.7
2015,FFSU,56,1889.96
2015,FFSU,560,146185.72
2015,FFSU,560,9268.54
2015,FFSU,565,23806.45
2015,FFSU,57,1128.32
2015,FFSU,57,1413.78
2015,FFSU,57,1925.56
2015,FFSU,57,28689.51
2015,FFSU,57,6676.07
2015,FFSU,570,230826.56
2015,FFSU,572,22060.53
2015,FFSU,574,73231.08
2015,FFSU,576,20529.3
2015,FFSU,579,10059.36
2015,FFSU,579,11514.88
2015,FFSU,579,17809.66
2015,FFSU,58,1259.43
2015,FFSU,58,575.55
2015,FFSU,58,6115.91
2015,FFSU,580,9415.86
2015,FFSU,582,69431.15
2015,FFSU,5880,163041.61
2015,FFSU,589,209516.08
2015,FFSU,59,1145.2
2015,FFSU,59,1266.67
2015,FFSU,59,1873.52
2015,FFSU,59,683.19
2015,FFSU,60,1117.81
2015,FFSU,60,516.24
2015,FFSU,60,540.25
2015,FFSU,61,1282.44
2015,FFSU,61,1335.69
2015,FFSU,61,1707.68
2015,FFSU,61,483.13
2015,FFSU,61,517.55
2015,FFSU,61,598.6
2015,FFSU,61,895.9
2015,FFSU,61,931.84
2015,FFSU,61,979.58
2015,FFSU,6131,165898.36
2015,FFSU,619,8614.88
2015,FFSU,62,1152.89
2015,FFSU,62,1667.66
2015,FFSU,62,1812.7
2015,FFSU,62,1986.02
2015,FFSU,62,20277.54
2015,FFSU,62,926.69
2015,FFSU,622,14089.57
2015,FFSU,624,13965.29
2015,FFSU,63,1043.79
2015,FFSU,63,1075.16
2015,FFSU,63,1232.41
2015,FFSU,63,2150.24
2015,FFSU,64,1215.79
2015,FFSU,64,30626.02
2015,FFSU,64,5712.45
2015,FFSU,640,12863.62
2015,FFSU,642,10446.89
2015,FFSU,647,136324.61
2015,FFSU,6476,175319.56
2015,FFSU,65,1081.06
2015,FFSU,65,1471.56
2015,FFSU,650,12447.34
2015,FFSU,655,19966.2
2015,FFSU,656,11259.56
2015,FFSU,657,17238.51
2015,FFSU,66,1201.14
2015,FFSU,66,860.28
2015,FFSU,666,164662.68
2015,FFSU,667,11974.77
2015,FFSU,67,2012.47
2015,FFSU,67,2736.96
2015,FFSU,672,134540.76
2015,FFSU,672,174125.94
2015,FFSU,6729,266753.19
2015,FFSU,674,188611.05
2015,FFSU,68,1417.67
2015,FFSU,69,1075.91
2015,FFSU,70,1044
2015,FFSU,70,1256.96
2015,FFSU,70,1393.72
2015,FFSU,70,1770.51
2015,FFSU,70,1862.1
2015,FFSU,70,2035.24
2015,FFSU,70,2312.93
2015,FFSU,70,30443.35
2015,FFSU,70,545.64
2015,FFSU,70,667.54
2015,FFSU,705,22456.28
2015,FFSU,709,239657.57
2015,FFSU,71,1107.17
2015,FFSU,71,16439.47
2015,FFSU,71,971.56
2015,FFSU,710,125389.05
2015,FFSU,712,19009.79
2015,FFSU,717,260538.55
2015,FFSU,719,30028.87
2015,FFSU,72,1376.16
2015,FFSU,72,2638.14
2015,FFSU,72,27366.19
2015,FFSU,72,3987.82
2015,FFSU,72,896.89
2015,FFSU,720,42594.57
2015,FFSU,721,27915.58
2015,FFSU,725,197769.46
2015,FFSU,725,36132.61
2015,FFSU,726,23340.82
2015,FFSU,73,1023.68
2015,FFSU,73,17107.03
2015,FFSU,73,686.14
2015,FFSU,731,13463.92
2015,FFSU,731,19061.97
2015,FFSU,7326,1299341.05
2015,FFSU,734,28898.95
2015,FFSU,74,1271.26
2015,FFSU,746,44314.33
2015,FFSU,748,33718.93
2015,FFSU,749,29048.48
2015,FFSU,75,1132.66
2015,FFSU,75,1230.18
2015,FFSU,75,1498.37
2015,FFSU,75,2201.44
2015,FFSU,75,2207.05
2015,FFSU,75,35494.79
2015,FFSU,75,3902.73
2015,FFSU,7510,262657.25
2015,FFSU,757,13354.05
2015,FFSU,759,32517.37
2015,FFSU,76,1160.94
2015,FFSU,76,1556.1
2015,FFSU,76,3108.7
2015,FFSU,760,16405.68
2015,FFSU,77,1703.3
2015,FFSU,77,3119.96
2015,FFSU,772,23388.37
2015,FFSU,775,15744.68
2015,FFSU,78,1458.03
2015,FFSU,78,1690.99
2015,FFSU,78,2424.22
2015,FFSU,78,2800.34
2015,FFSU,78,2869.53
2015,FFSU,78,4592.13
2015,FFSU,781,13504.88
2015,FFSU,785,38729.9
2015,FFSU,79,1447.65
2015,FFSU,79,2631.96
2015,FFSU,798,15256.18
2015,FFSU,80,1335.02
2015,FFSU,80,4319.44
2015,FFSU,801,210836.89
2015,FFSU,805,153598.78
2015,FFSU,81,756.79
2015,FFSU,810,25327.96
2015,FFSU,8113,208158.65
2015,FFSU,812,243764.16
2015,FFSU,817,24580.03
2015,FFSU,82,1121.16
2015,FFSU,83,1162.05
2015,FFSU,83,2106.92
2015,FFSU,83,2480.01
